diag_stamp,log_stamp,detected,true_available,true_x,true_y,true_yaw,state_available,state_x,state_y,state_yaw,state_pos_error,state_yaw_error_deg,obs_u,obs_v,obs_yaw,obs_yaw_error_deg,pixel_pose_available,pixel_pose_stamp,pixel_pose_u,pixel_pose_v,pixel_pose_yaw,pixel_pose_age_s,u_red,v_red,red_area_px,u_blue,v_blue,blue_area_px,separation_px,border_margin_px,perception_backend,seed
7.016,7.154000000000001,1,1,-3.9999999999959317,-1.6719652083829573e-23,-4.891723039492792e-12,0,nan,nan,nan,nan,nan,325.7452694671414,374.30358443962695,-4.891723039464235e-12,1.6362023466950377e-21,1,7.154,325.7452694671414,374.30358443962695,-4.891723039464235e-12,-0.1379999999999999,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
7.036,7.171,1,1,-3.9999999999959317,-1.6719652086514413e-23,-4.891723040839334e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891723039464235e-12,1.1115132098981043e-14,7.878736401774993e-20,325.7452694671414,374.30358443962695,-4.89172304508192e-12,-2.430822683412414e-19,1,7.154,325.7452694671414,374.30358443962695,-4.89172304508192e-12,-0.11800000000000033,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
7.056,7.172000000000001,1,1,-3.9999999999959317,-1.6719652086514413e-23,-4.891723040839334e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.89172304508192e-12,1.1115132098981043e-14,-2.430822683412414e-19,325.7452694671414,374.30358443962695,-4.89172304611112e-12,-3.020510897798018e-19,1,7.17,325.7452694671414,374.30358443962695,-4.89172304611112e-12,-0.11399999999999988,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
7.076,7.174,1,1,-3.9999999999959317,-1.6719652086514413e-23,-4.891723040839334e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.89172304611112e-12,1.1115132098981043e-14,-3.020510897798018e-19,325.7452694671414,374.30358443962695,-4.891723043599654e-12,-1.581547023398231e-19,1,7.172,325.7452694671414,374.30358443962695,-4.891723043599654e-12,-0.09600000000000009,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
7.096,7.176,1,1,-3.9999999999959317,-1.6719652082839815e-23,-4.8917230493268444e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891723043599654e-12,1.1115132098981041e-14,3.2814382409695033e-19,325.7452694671414,374.30358443962695,-4.891723048270929e-12,6.049949817565867e-20,1,7.174,325.7452694671414,374.30358443962695,-4.891723048270929e-12,-0.07800000000000029,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
7.116,7.180000000000001,1,1,-3.9999999999959317,-1.6719652082839815e-23,-4.8917230493268444e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891723048270929e-12,1.1115132098981041e-14,6.049949817565867e-20,325.7452694671414,374.30358443962695,-4.8917230566161894e-12,-4.176487022641144e-19,1,7.176,325.7452694671414,374.30358443962695,-4.8917230566161894e-12,-0.0600000000000005,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
7.136,7.180000000000001,1,1,-3.9999999999959317,-1.6719652082839815e-23,-4.8917230493268444e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.8917230566161894e-12,1.1115132098981041e-14,-4.176487022641144e-19,325.7452694671414,374.30358443962695,-4.891723039492792e-12,5.634496881078283e-19,1,7.18,325.7452694671414,374.30358443962695,-4.891723039492792e-12,-0.043999999999999595,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
7.156,7.180000000000001,1,1,-3.9999999999959317,-1.6719652082839815e-23,-4.8917230493268444e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891723039492792e-12,1.1115132098981041e-14,5.634496881078283e-19,325.7452694671414,374.30358443962695,-4.891723040839334e-12,4.862985264367734e-19,1,7.18,325.7452694671414,374.30358443962695,-4.891723040839334e-12,-0.02400000000000002,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
7.176,7.180000000000001,1,1,-3.9999999999959317,-1.6719652082839815e-23,-4.8917230493268444e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891723040839334e-12,1.1115132098981041e-14,4.862985264367734e-19,325.7452694671414,374.30358443962695,-4.8917230493268444e-12,0.0,1,7.18,325.7452694671414,374.30358443962695,-4.8917230493268444e-12,-0.0039999999999995595,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
7.196,7.203,1,1,-3.9999999999959317,-1.6719652079346866e-23,-4.891723049090247e-12,1,-3.9999999999959326,1.107958935620287e-14,-4.891723049090247e-12,1.1115132098981041e-14,0.0,325.7452694671414,374.30358443962695,-4.891723049090247e-12,0.0,1,7.2,325.7452694671414,374.30358443962695,-4.891723049090247e-12,-0.004000000000000448,nan,nan,nan,nan,nan,nan,nan,325.7452694671414,homography,0
