point_idx,x,y,theta
0,3.264876,-1.068824,-0.000000
1,3.264876,-1.068824,0.250000
2,3.264876,-1.068824,0.500000
3,3.264876,-1.068824,0.750000
4,3.264876,-1.068824,1.000000
5,3.293064,-1.024925,1.250000
6,3.340362,-0.882577,1.500000
7,3.350973,-0.732953,1.750000
8,3.324236,-0.585355,1.967808
9,3.266236,-0.447022,2.056022
10,3.196275,-0.314337,2.066562
11,3.124919,-0.182396,2.029298
12,3.058528,-0.047888,1.962268
13,3.001296,0.090764,1.868660
14,2.957274,0.234159,1.766353
15,2.928127,0.381300,1.666688
16,2.913765,0.530611,1.580635
17,2.912290,0.680603,1.521438
18,2.919690,0.830421,1.504479
19,2.929631,0.980091,1.549047
20,2.932893,1.130055,1.677682
21,2.916891,1.279199,1.915622
22,2.866186,1.420369,2.077786
23,2.793353,1.551501,2.316788
24,2.691548,1.661663,2.566788
25,2.565653,1.743214,2.778106
26,2.425454,1.796544,2.978092
27,2.277455,1.820960,-3.127044
28,2.127470,1.818778,-2.965987
29,1.979777,1.792572,-2.979093
30,1.831753,1.768304,-2.984935
31,1.683590,1.744902,-2.979580
32,1.535555,1.720706,-2.969133
33,1.387780,1.694965,-2.956716
34,1.240400,1.667403,-2.944684
35,1.100894,1.639573,-2.933534
36,1.009592,1.620297,-2.923811
37,0.958905,1.609081,-2.916262
38,0.940786,1.604928,-2.911923
39,0.926038,1.601480,-2.910757
40,0.888794,1.592726,-2.913045
41,0.888794,1.592726,-2.918337
42,0.887584,1.592451,3.116219
43,0.886700,1.592474,2.867854
44,0.883023,1.593506,2.619443
45,0.878556,1.596076,2.370908
46,0.876681,1.597897,2.122432
47,0.876681,1.597897,1.874138
48,0.876681,1.597897,1.625808
49,0.876278,1.605217,1.377108
50,0.877367,1.610768,1.127647
51,0.877367,1.610768,0.877647
52,0.936686,1.682181,0.627647
53,0.941348,1.685563,0.377647
54,0.941348,1.685563,0.127647
55,0.944646,1.685986,-0.122353
56,0.944646,1.685986,-0.372353
57,0.969738,1.676186,-0.622353
58,0.983079,1.666614,-0.872353
59,0.992562,1.655320,-1.122353
60,1.019703,1.598909,-1.372353
61,1.023010,1.582467,-1.622353
62,1.022174,1.566267,-1.872353
63,1.020988,1.562457,-2.119776
64,1.020761,1.562085,-2.369776
65,1.014633,1.556121,-2.619776
66,1.014633,1.556121,-2.869776
67,1.014342,1.556040,-3.119776
68,0.992859,1.555571,2.913524
69,0.988198,1.556653,2.664105
70,0.983101,1.559290,2.414705
71,0.976125,1.565495,2.166094
72,0.969608,1.575117,1.918125
73,0.964080,1.590385,1.670544
74,0.961983,1.611343,1.422444
75,0.963689,1.622759,1.173078
76,0.968337,1.633824,0.923514
77,0.979435,1.648505,0.673597
78,0.989918,1.656871,0.423597
79,0.989918,1.656871,0.173597
80,0.989918,1.656871,-0.076257
81,0.991866,1.656723,-0.326257
82,1.003985,1.652622,-0.576177
83,1.010279,1.648533,-0.825830
84,1.011688,1.647005,-1.075137
85,1.011688,1.647005,-1.323193
86,1.011690,1.647000,-1.571321
87,1.011690,1.647000,-1.819663
88,1.011596,1.646630,-2.068443
89,1.011384,1.646240,-2.317692
90,1.010991,1.645815,-2.567331
91,1.008351,1.644108,-2.817124
92,1.005131,1.643024,-3.066809
93,1.005131,1.643024,2.966659
94,1.001950,1.643586,2.717456
95,0.998419,1.645181,2.468836
96,0.996118,1.647014,2.220723
97,0.994112,1.649653,1.972935
98,0.993060,1.652128,1.724999
99,0.992844,1.653515,1.476525
100,0.992844,1.653515,1.227321
101,0.998415,1.669092,0.978132
102,0.999105,1.670116,0.728825
103,1.000690,1.671531,0.479449
104,1.003124,1.672797,0.230043
105,1.011970,1.674868,-0.019306
106,1.016678,1.674777,-0.268578
107,1.021122,1.673554,-0.517753
108,1.025099,1.671289,-0.766833
109,1.032452,1.664205,-1.015475
110,1.032797,1.663648,-1.264088
111,1.033179,1.662442,-1.512726
112,1.033241,1.661373,-1.761427
113,1.033235,1.661340,-2.010209
114,1.033202,1.661270,-2.259058
115,1.033168,1.661229,-2.507969
116,1.033168,1.661229,-2.756894
117,1.010158,1.651913,-3.006894
118,1.010158,1.651913,3.026291
119,1.010158,1.651913,2.776291
120,1.010158,1.651913,2.526291
