wp_idx,x,y
0,-5.172880,-0.952143
1,-5.165141,-1.179141
2,-5.170213,-1.406526
3,-5.177457,-1.634320
4,-5.184998,-1.862621
5,-5.192501,-2.091481
6,-5.199942,-2.320939
7,-4.979250,-2.417228
8,-4.739271,-2.419049
9,-4.499866,-2.402402
10,-4.260647,-2.383392
11,-4.021448,-2.364133
12,-3.782245,-2.344971
13,-3.543081,-2.325998
14,-3.303944,-2.307265
15,-3.064854,-2.288828
16,-2.987709,-2.059315
17,-2.985074,-1.820924
18,-2.985207,-1.582897
19,-2.985316,-1.345198
20,-2.985346,-1.107802
21,-2.985363,-0.870685
22,-2.985437,-0.633833
23,-2.985639,-0.397341
24,-2.986040,-0.161169
25,-2.986713,0.074722
26,-2.987728,0.310369
27,-2.989158,0.545812
28,-2.991063,0.779458
29,-2.993524,1.012976
30,-2.996615,1.246401
31,-3.000411,1.479822
32,-3.005123,1.719776
33,-3.010695,1.959711
34,-3.017067,2.199626
35,-3.024182,2.439521
36,-3.031980,2.679394
37,-3.040401,2.919246
38,-3.049386,3.159078
39,-3.058877,3.398890
40,-3.068812,3.638685
41,-2.959564,3.426224
42,-3.135392,3.583557
43,-2.928616,3.701096
44,-3.000000,3.500000
