diag_stamp,log_stamp,detected,true_available,true_x,true_y,true_yaw,state_available,state_x,state_y,state_yaw,state_pos_error,state_yaw_error_deg,obs_u,obs_v,obs_yaw,obs_yaw_error_deg,pixel_pose_available,pixel_pose_stamp,pixel_pose_u,pixel_pose_v,pixel_pose_yaw,pixel_pose_age_s,u_red,v_red,red_area_px,u_blue,v_blue,blue_area_px,separation_px,border_margin_px,perception_backend,seed
1269.478,983.086,1,1,-4.999999999995931,2.4,-4.8916172805271265e-12,0,nan,nan,nan,nan,nan,125.98269624522268,319.6989517684045,-4.891617279841128e-12,3.9304818337635587e-20,1,1269.483,125.98269624522268,319.6989517684045,-4.891617279841128e-12,-0.004999999999881766,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1329.911,983.0980000000001,1,1,-4.999999999995931,2.4,-4.8916172805271265e-12,0,nan,nan,nan,nan,nan,125.98269624522268,319.6989517684045,-4.8913551296716236e-12,1.5020137616062094e-14,1,0.343,125.98269624522268,319.6989517684045,-4.8913551296716236e-12,1329.568,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1269.498,983.1,1,1,-4.999999999995931,2.4,-4.8916172805271265e-12,1,-4.99999999999593,2.4000000000000123,-4.891617279841128e-12,1.246617817651181e-14,3.9304818337635587e-20,125.98269624522268,319.6989517684045,-4.8916172768001705e-12,2.135388465902788e-19,1,1329.927,125.98269624522268,319.6989517684045,-4.8916172768001705e-12,-60.42899999999986,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1329.931,66.187,1,1,-4.999999999995931,2.4,-4.8916172805271265e-12,1,-4.99999999999593,2.4000000000000123,-4.8913551296716236e-12,1.246617817651181e-14,1.5020137616062094e-14,125.98269624522268,319.6989517684045,-4.8913551240374815e-12,1.5020460428621317e-14,1,0.36400000000000005,125.98269624522268,319.6989517684045,-4.8913551240374815e-12,1329.567,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1269.518,1329.9920000000002,1,1,-4.999999999995931,2.4,-4.8913551296716236e-12,1,-4.99999999999593,2.4000000000000123,-4.8913551240374815e-12,1.246617817651181e-14,3.228125592205329e-19,125.98269624522268,319.6989517684045,-4.891617271557402e-12,-1.5019623688709473e-14,1,1329.968,125.98269624522268,319.6989517684045,-4.891617271557402e-12,-60.450000000000045,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1329.951,983.1690000000001,1,1,-4.999999999995931,2.4,-4.8913551240374815e-12,1,-4.99999999999593,2.4000000000000123,-4.891355110887006e-12,1.246617817651181e-14,7.534667374695029e-19,125.98269624522268,319.6989517684045,-4.891355110887006e-12,7.534667374695029e-19,1,983.169,125.98269624522268,319.6989517684045,-4.891617275412204e-12,346.78200000000004,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1269.538,66.253,1,1,-4.999999999995931,2.4,-4.891617271557402e-12,1,-4.99999999999593,2.4000000000000123,-4.891355110887006e-12,1.246617817651181e-14,1.5020699968006164e-14,125.98269624522268,319.6989517684045,-4.891617275412204e-12,-2.208638975238055e-19,1,983.169,125.98269624522268,319.6989517684045,-4.891617275412204e-12,286.369,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1329.971,66.253,1,1,-4.999999999995931,2.4,-4.891617275412204e-12,1,-4.99999999999593,2.4000000000000123,-4.891617275412204e-12,1.246617817651181e-14,0.0,125.98269624522268,319.6989517684045,-4.891355113720774e-12,1.5020758468951117e-14,1,983.169,125.98269624522268,319.6989517684045,-4.891355113720774e-12,346.802,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1269.558,1269.576,1,1,-4.999999999995931,2.4,-4.891355113720774e-12,1,-4.99999999999593,2.4000000000000123,-4.891355113720774e-12,1.246617817651181e-14,0.0,125.98269624522268,319.6989517684045,-4.891617273394417e-12,-1.50206428582405e-14,1,66.253,125.98269624522268,319.6989517684045,-4.891617273394417e-12,1203.305,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1329.991,0.453,1,1,-4.999999999995931,2.4,-4.891617273394417e-12,1,-4.99999999999593,2.4000000000000123,-4.891617273394417e-12,1.246617817651181e-14,0.0,125.98269624522268,319.6989517684045,-4.891355103161489e-12,1.5021247860720127e-14,1,0.438,125.98269624522268,319.6989517684045,-4.891355103161489e-12,1329.5529999999999,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1269.578,66.27600000000001,1,1,-4.999999999995931,2.4,-4.891355103161489e-12,1,-4.99999999999593,2.4000000000000123,-4.891355103161489e-12,1.246617817651181e-14,0.0,125.98269624522268,319.6989517684045,-4.891617265618544e-12,-1.5020802336039593e-14,1,0.453,125.98269624522268,319.6989517684045,-4.891617265618544e-12,1269.125,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1330.011,66.27600000000001,1,1,-4.999999999995931,2.4,-4.891617265618544e-12,1,-4.99999999999593,2.4000000000000123,-4.891617265618544e-12,1.246617817651181e-14,0.0,125.98269624522268,319.6989517684045,-4.891355095594306e-12,1.5021235903696612e-14,1,0.453,125.98269624522268,319.6989517684045,-4.891355095594306e-12,1329.558,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1269.598,1330.026,1,1,-4.999999999995931,2.4,-4.891617250017591e-12,1,-4.99999999999593,2.4000000000000123,-4.891355095594306e-12,1.246617817651181e-14,1.502034203490416e-14,125.98269624522268,319.6989517684045,-4.891617250017591e-12,0.0,1,1330.026,125.98269624522268,319.6989517684045,-4.891617250017591e-12,-60.42800000000011,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1330.031,983.224,1,1,-4.999999999995931,2.4,-4.89135508963438e-12,1,-4.99999999999593,2.4000000000000123,-4.891617250017591e-12,1.246617817651181e-14,-1.502068351350894e-14,125.98269624522268,319.6989517684045,-4.89135508963438e-12,0.0,1,983.224,125.98269624522268,319.6989517684045,-4.89135508963438e-12,346.8069999999999,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1269.618,1330.055,1,1,-4.999999999995931,2.4,-4.891617250194003e-12,1,-4.99999999999593,2.4000000000000123,-4.89135508963438e-12,1.246617817651181e-14,1.5020693621196144e-14,125.98269624522268,319.6989517684045,-4.891617250194003e-12,0.0,1,1330.047,125.98269624522268,319.6989517684045,-4.891617250194003e-12,-60.42900000000009,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1330.051,1330.055,1,1,-4.999999999995931,2.4,-4.891617250194003e-12,1,-4.99999999999593,2.4000000000000123,-4.89135508963438e-12,1.246617817651181e-14,1.5020693621196144e-14,125.98269624522268,319.6989517684045,-4.891355088924824e-12,1.5020734275770338e-14,1,1330.055,125.98269624522268,319.6989517684045,-4.891355088924824e-12,-0.004000000000132786,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
1269.638,66.352,1,1,-4.999999999995931,2.4,-4.891355088924824e-12,1,-4.99999999999593,2.4000000000000123,-4.891355088924824e-12,1.246617817651181e-14,0.0,125.98269624522268,319.6989517684045,-4.89161723974172e-12,-1.502013540405093e-14,1,66.352,125.98269624522268,319.6989517684045,-4.89161723974172e-12,1203.2859999999998,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,homography,0
