point_idx,x,y,theta
0,3.316024,-1.007487,-0.000000
1,3.316024,-1.007487,0.250000
2,3.316024,-1.007487,0.500000
3,3.316024,-1.007487,0.750000
4,3.316024,-1.007487,1.000000
5,3.316142,-1.007302,1.250000
6,3.337726,-0.942346,1.500000
7,3.348336,-0.792721,1.748335
8,3.321845,-0.645079,1.827094
9,3.283820,-0.499979,1.859346
10,3.241135,-0.356180,1.866259
11,3.197458,-0.212680,1.858331
12,3.154920,-0.068838,1.842211
13,3.114706,0.075671,1.820339
14,3.077662,0.221024,1.793911
15,3.044471,0.367306,1.765295
16,3.015480,0.514478,1.736960
17,2.990670,0.662412,1.711276
18,2.969843,0.809690,1.700669
19,2.950810,0.955415,1.701655
20,2.931860,1.099401,1.713156
21,2.911499,1.241461,1.737296
22,2.887525,1.384116,1.741061
23,2.868146,1.496832,1.991061
24,2.817293,1.610626,2.240556
25,2.741770,1.705999,2.488442
26,2.655635,1.771909,2.733877
27,2.518076,1.831323,2.981832
28,2.369986,1.855185,-3.057774
29,2.220513,1.842627,-3.024512
30,2.071540,1.825105,-3.013345
31,1.929313,1.806764,-2.999100
32,1.782293,1.785672,-2.981191
33,1.648342,1.764000,-2.960812
34,1.526330,1.741699,-2.939210
35,1.415018,1.718858,-2.917496
36,1.312932,1.695590,-2.897114
37,1.218592,1.672056,-2.879565
38,1.130269,1.648368,-2.866416
39,1.047714,1.625059,-2.858030
40,0.968500,1.601975,-2.854372
41,0.890960,1.579071,-2.855354
42,0.813322,1.556220,-3.104611
43,0.813145,1.556214,2.929860
44,0.812538,1.556344,2.680951
45,0.811081,1.557067,2.432003
46,0.808806,1.559021,2.183203
47,0.807324,1.561131,1.934072
48,0.806383,1.563607,1.684606
49,0.805965,1.567261,1.435141
50,0.806790,1.573307,1.185649
51,0.860054,1.704696,0.938059
52,0.866160,1.713021,0.690538
53,0.875154,1.720453,0.443110
54,0.893712,1.729260,0.195758
55,0.919550,1.734384,-0.051582
56,0.949213,1.732852,-0.298987
57,0.978636,1.723783,-0.546523
58,1.004100,1.708293,-0.794221
59,1.022987,1.689070,-1.042081
60,1.089288,1.575579,-1.292081
61,1.092823,1.563225,-1.542081
62,1.092915,1.560009,-1.792081
63,1.092915,1.560009,-2.042081
64,1.092915,1.560009,-2.292081
65,1.092841,1.559925,-2.542081
66,1.092799,1.559896,-2.792081
67,1.091935,1.559581,-3.042081
68,0.981934,1.548598,2.991601
69,0.981853,1.548611,2.742173
70,0.979104,1.549771,2.492788
71,0.974598,1.553188,2.243410
72,0.967838,1.561675,1.993991
73,0.963345,1.571652,1.744484
74,0.961802,1.580445,1.494687
75,0.962187,1.585493,1.245128
76,1.006072,1.715449,0.995166
77,1.009738,1.721098,0.745196
78,1.011333,1.722570,0.495222
79,1.013866,1.723938,0.245247
80,1.019196,1.725272,-0.004732
81,1.019736,1.725269,-0.254707
82,1.019736,1.725269,-0.504676
83,1.020982,1.724581,-0.754641
84,1.100231,1.650064,-1.004641
85,1.100231,1.650064,-1.254641
86,1.100231,1.650064,-1.504641
87,1.100231,1.650064,-1.754641
88,1.100231,1.650064,-2.004641
89,1.100231,1.650064,-2.254641
90,1.100231,1.650064,-2.504641
91,1.100231,1.650064,-2.754641
92,0.989626,1.604993,-3.004641
93,0.989626,1.604993,3.028544
94,0.989626,1.604993,2.778544
95,0.989626,1.604993,2.528573
96,0.989626,1.604993,2.278598
97,0.988817,1.605938,2.028615
98,0.988337,1.606912,1.778615
99,0.988240,1.607371,1.528615
100,0.993955,1.742764,1.278664
101,0.994231,1.743683,1.028713
102,0.997726,1.749486,0.778763
103,0.998761,1.750507,0.528812
104,0.999421,1.750893,0.278862
105,0.999599,1.750944,0.028913
106,0.999599,1.750944,-0.221034
107,0.999599,1.750944,-0.470980
108,0.999599,1.750944,-0.720923
109,1.089749,1.671729,-0.970914
110,1.089749,1.671729,-1.220897
111,1.089749,1.671729,-1.470892
112,1.089749,1.671729,-1.720882
113,1.089749,1.671729,-1.970875
114,1.089749,1.671729,-2.220870
115,1.089749,1.671729,-2.470864
116,1.089749,1.671729,-2.720858
117,0.971831,1.618966,-2.970858
118,0.971831,1.618966,3.062327
119,0.971831,1.618966,2.812327
120,0.971831,1.618966,2.562327
