diag_stamp,log_stamp,detected,true_available,true_x,true_y,true_yaw,state_available,state_x,state_y,state_yaw,state_age_s,state_fresh,state_pos_error,state_yaw_error_deg,obs_u,obs_v,obs_yaw,obs_yaw_error_deg,pixel_pose_available,pixel_pose_stamp,pixel_pose_u,pixel_pose_v,pixel_pose_yaw,pixel_pose_age_s,pixel_pose_fresh,pred_world_x,pred_world_y,localization_error_m,pred_world_x_calibrated,pred_world_y_calibrated,localization_error_calibrated_m,localization_error_captime_m,state_error_captime_m,bev_y_calibration_offset_m,u_red,v_red,red_area_px,u_blue,v_blue,blue_area_px,separation_px,border_margin_px,yolo_score_raw,yolo_score_selected,yolo_detected_after_threshold,yolo_best_class_id,yolo_target_candidate_count,bbox_area_px,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,logit_margin,class_entropy,mask_area_px,mask_bottom_u,mask_bottom_v,mask_used,mask_polygon_points,confidence_logit,mask_compactness,mask_border_frac,mask_score,selected_pixel_source_code,yolo_raw_best_score,yolo_selected_score,yolo_num_target_candidates,yolo_selected_class_id,yolo_selected_pixel_source,yolo_bbox_area,yolo_mask_area,yolo_inference_ms,detector_callback_ms,yolo_receive_stamp,yolo_start_stamp,yolo_finish_stamp,yolo_publish_stamp,yolo_latency_s,frame_age_at_publish_s,detector_total_latency_s,camera_relative_bearing_deg,seed
7.4,7.588,1,1,3.300000000004068,-1.0,-4.891722097470217e-12,0,nan,nan,nan,nan,0.0,nan,nan,960.675991858356,298.033098726488,nan,nan,0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,nan,nan,nan,nan,nan,nan,nan,298.033098726488,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,52.953511999930925,58.47589099994366,7.408,7.408,7.408,7.408,0.0,0.008000000000000007,0.008000000000000007,126.25383773719821,2
7.6,7.785,1,1,3.300000000004068,-1.0,-4.8917219945445686e-12,1,3.251802870985914,-0.9852346453750833,-1.3452465257518244e-41,0.3849999999999998,1.0,0.05040812377774171,2.802750248387209e-10,960.0738749331706,296.1143797853289,nan,nan,1,7.4,960.675991858356,298.033098726488,0.0,0.3849999999999998,1.0,3.2635682412746227,-1.052301658458062,0.06373959932086401,3.251802870985914,-0.9852346453750833,0.05040812377774171,0.05040812377774171,0.05040812377774171,0.05,nan,nan,nan,nan,nan,nan,nan,296.1143797853289,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,54.19302400014203,59.26960700003292,7.6080000000000005,7.6080000000000005,7.6080000000000005,7.6080000000000005,0.0,0.008000000000000895,0.008000000000000895,126.25383773719821,2
7.8,8.004000000000001,1,1,3.300000000004068,-1.0,-4.891721925124461e-12,1,3.2536437324246625,-0.9589156941100652,-1.3452465257518244e-41,0.4040000000000017,1.0,0.06194209985422825,2.802750208612417e-10,962.2866458592835,299.70001304000596,nan,nan,1,7.8,962.2866458592835,299.70001304000596,0.0,0.2040000000000015,1.0,3.2729524080526398,-1.075272543445025,0.07998454867694227,3.2612129698923913,-1.0080232986591726,0.03960816868094771,0.03960816868094771,0.06194209985422825,0.05,nan,nan,nan,nan,nan,nan,nan,299.70001304000596,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,59.00798100014981,73.55307399984667,7.805000000000001,7.805000000000001,7.805000000000001,7.805000000000001,0.0,0.005000000000000782,0.005000000000000782,126.25383773719821,2
8.0,8.224,1,1,3.300000000004068,-1.0,-4.8917218067383004e-12,1,3.2612129698923913,-1.0080232986591726,-1.3452465257518244e-41,0.4240000000000004,1.0,0.03960816868094771,2.8027501407821434e-10,960.1615156396947,299.32965375469644,nan,nan,1,7.8,962.2866458592835,299.70001304000596,0.0,0.4240000000000004,1.0,3.2729524080526398,-1.075272543445025,0.07998454867694227,3.2612129698923913,-1.0080232986591726,0.03960816868094771,0.03960816868094771,0.03960816868094771,0.05,nan,nan,nan,nan,nan,nan,nan,299.32965375469644,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,58.77061900014269,71.24358600003688,8.004000000000001,8.004000000000001,8.004000000000001,8.004000000000001,0.0,0.004000000000001336,0.004000000000001336,126.25383773719821,2
8.2,8.404,1,1,3.300000000004068,-1.0,-4.891721711767313e-12,1,3.241238989473839,-1.002921693990469,-1.3452465257518244e-41,0.4039999999999999,1.0,0.05883360140521443,2.802750086367776e-10,960.7681491463602,298.0020243315447,nan,nan,1,8.0,960.1615156396947,299.32965375469644,0.0,0.4039999999999999,1.0,3.252914905406272,-1.070177365110897,0.08450957760627828,3.241238989473839,-1.002921693990469,0.05883360140521443,0.05883360140521443,0.05883360140521443,0.05,nan,nan,nan,nan,nan,nan,nan,298.0020243315447,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,52.411976000030336,58.805566999808434,8.224,8.224,8.224,8.224,0.0,0.02400000000000091,0.02400000000000091,126.25383773719821,2
8.4,8.624,1,1,3.300000000004068,-1.0,-4.891721628386915e-12,1,3.2528657986372633,-0.984812135576026,-1.3452465257518244e-41,0.42400000000000126,1.0,0.04952074478688218,2.802750038594327e-10,961.4645059276885,298.2452906213096,nan,nan,1,8.2,960.7681491463602,298.0020243315447,0.0,0.42400000000000126,1.0,3.2646364509533523,-1.0518724997002915,0.06278006711225408,3.2528657986372633,-0.984812135576026,0.04952074478688218,0.04952074478688218,0.04952074478688218,0.05,nan,nan,nan,nan,nan,nan,nan,298.2452906213096,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,52.20007599996279,61.34184300003653,8.404,8.404,8.404,8.404,0.0,0.0039999999999995595,0.0039999999999995595,126.25383773719821,2
8.6,8.803,1,1,3.300000000004068,-1.0,-4.891721543006434e-12,1,3.258916691067169,-0.9881564409637007,-1.3452465257518244e-41,0.40300000000000047,1.0,0.04275638155703783,2.802749989674915e-10,960.1581145725046,297.76370041260986,nan,nan,1,8.4,961.4645059276885,298.2452906213096,0.0,0.40300000000000047,1.0,3.2707016576502586,-1.0552312059613373,0.06252102827549062,3.258916691067169,-0.9881564409637007,0.04275638155703783,0.04275638155703783,0.04275638155703783,0.05,nan,nan,nan,nan,nan,nan,nan,297.76370041260986,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,53.3156940000481,64.12642400005097,8.624,8.624,8.624,8.624,0.0,0.02400000000000091,0.02400000000000091,126.25383773719821,2
8.8,9.003,1,1,3.300000000004068,-1.0,-4.891721467914513e-12,1,3.2476661263932503,-0.9815356624117282,-1.3452465257518244e-41,0.40300000000000047,1.0,0.05549564027639222,2.8027499466504135e-10,960.9418965478034,298.45664911625136,nan,nan,1,8.8,960.9418965478034,298.45664911625136,0.0,0.2029999999999994,1.0,3.264498380997532,-1.058147709627339,0.06812870971176979,3.2527452357981854,-0.9910305146644252,0.04809848653896155,0.04809848653896155,0.05549564027639222,0.05,nan,nan,nan,nan,nan,nan,nan,298.45664911625136,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,51.91551100006109,60.90837900001134,8.803,8.803,8.803,8.803,0.0,0.0030000000000001137,0.0030000000000001137,126.25383773719821,2
9.0,9.183,1,1,3.300000000004068,-1.0,-4.8917214007947385e-12,1,3.2527452357981854,-0.9910305146644252,-1.3452465257518244e-41,0.3829999999999991,1.0,0.04809848653896155,2.8027499081936154e-10,961.0322271905272,297.9486614680981,nan,nan,1,8.8,960.9418965478034,298.45664911625136,0.0,0.3829999999999991,1.0,3.264498380997532,-1.058147709627339,0.06812870971176979,3.2527452357981854,-0.9910305146644252,0.04809848653896155,0.04809848653896155,0.04809848653896155,0.05,nan,nan,nan,nan,nan,nan,nan,297.9486614680981,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,52.56363099988448,60.01416200001586,9.003,9.003,9.003,9.003,0.0,0.0030000000000001137,0.0030000000000001137,126.25383773719821,2
9.2,9.403,1,1,3.300000000004068,-1.0,-4.891721292463003e-12,1,3.2527017273333834,-0.980177401860604,-1.3452465257518244e-41,0.20300000000000118,1.0,0.05128413004650104,2.802749846124103e-10,960.6137663236743,297.66357312453897,nan,nan,1,9.2,960.6137663236743,297.66357312453897,0.0,0.20300000000000118,1.0,3.2644844429192044,-1.0471960794681618,0.05906627389816683,3.2527017273333834,-0.980177401860604,0.05128413004650104,0.05128413004650104,0.05128413004650104,0.05,nan,nan,nan,nan,nan,nan,nan,297.66357312453897,0.8163648247718811,0.8163648247718811,1.0,0.0,277.0,434.82194006443024,949.8577270507812,278.10174560546875,971.1161499023438,298.55584716796875,nan,nan,nan,nan,nan,0.0,nan,1.4919102981848513,nan,nan,nan,1.0,0.8163648247718811,0.8163648247718811,277.0,0.0,bbox_bottom,434.82194006443024,nan,52.00576399988677,58.851490000051854,9.203000000000001,9.203000000000001,9.203000000000001,9.203000000000001,0.0,0.00300000000000189,0.00300000000000189,126.25383773719821,2
