point_idx,x,y,theta
0,3.251803,-0.985235,-0.000000
1,3.251803,-0.985235,0.400000
2,3.251803,-0.985235,0.800000
3,3.251803,-0.985235,1.200000
4,3.338769,-0.761545,1.574232
5,3.337944,-0.521547,1.618580
6,3.326480,-0.281821,1.631593
7,3.311898,-0.042264,1.640752
8,3.295123,0.197149,1.648028
9,3.276605,0.436434,1.653695
10,3.256733,0.675609,1.657953
11,3.235841,0.914698,1.660954
12,3.214233,1.153724,1.662832
13,3.192176,1.392708,1.663710
14,3.169908,1.631673,1.663700
15,3.169715,1.633750,2.062784
16,3.168449,1.636111,2.461868
17,3.166390,1.637775,2.860952
18,2.935779,1.704249,-3.129687
19,2.695796,1.701391,-3.095401
20,2.456053,1.690309,-3.090584
21,2.216367,1.678073,-3.089606
22,1.976992,1.665617,-3.089216
23,1.737655,1.653070,-3.088964
24,1.498859,1.640491,-3.088790
25,1.260117,1.627873,-3.088690
26,1.021407,1.615233,-3.088665
27,0.782707,1.602587,2.968029
28,0.782620,1.602603,2.568030
29,0.782592,1.602620,2.168031
30,0.782592,1.602620,1.768032
31,0.782591,1.602627,1.368033
32,0.782631,1.602822,0.968034
33,0.783066,1.603455,0.568035
34,0.985218,1.732468,0.240774
35,0.986090,1.732682,-0.159154
36,0.986852,1.732560,-0.559081
37,0.987294,1.732284,-0.959008
38,0.987446,1.732066,-1.358935
39,0.987473,1.731944,-1.758863
40,0.942699,1.496682,-2.158858
41,0.942633,1.496584,-2.558852
42,0.942538,1.496522,-2.958847
43,0.942445,1.496504,2.924345
44,0.942385,1.496518,2.524351
45,0.942369,1.496529,2.124357
46,0.816368,1.700409,1.766233
47,0.816356,1.700471,1.366332
48,0.816453,1.700942,0.966432
49,0.816843,1.701506,0.566530
50,0.817479,1.701911,0.166629
51,0.818147,1.702023,-0.233271
52,1.051511,1.646577,-0.585990
53,1.051617,1.646506,-0.985990
54,1.051617,1.646506,-1.385990
55,1.051621,1.646489,-1.785990
56,1.051611,1.646446,-2.185990
57,1.051579,1.646401,-2.585990
58,0.848279,1.520184,-2.985990
59,0.848228,1.520176,2.897195
60,0.848180,1.520188,2.497195
61,0.848146,1.520214,2.097195
62,0.848111,1.520274,1.697195
63,0.848089,1.520444,1.297195
64,0.912914,1.751434,1.034822
65,0.912972,1.751531,0.634822
66,0.913057,1.751594,0.234822
67,0.913057,1.751594,-0.165178
68,0.913057,1.751594,-0.565178
69,0.913057,1.751594,-0.965178
70,1.049184,1.554997,-1.365178
71,1.049184,1.554997,-1.765178
72,1.049183,1.554992,-2.165178
73,1.049148,1.554941,-2.565178
74,1.049014,1.554854,-2.965178
75,1.048880,1.554830,2.918008
