stamp,x,y,yaw,cov_x,cov_y,cov_yaw,planner_belief_x,planner_belief_y,planner_belief_yaw,planner_cov_x,planner_cov_y,planner_cov_yaw,cmd_v,cmd_w,goal_x,goal_y,goal_dist,plan_points,plan_length,optimizer_success,optimizer_status,optimizer_nit,optimizer_nfev,optimizer_message,plan_time_ms,solve_time_ms,measurement_available,belief_age_s,p_vis_plan,p_vis_plan_eff,r_plan_u_std,r_plan_v_std,efe_total,efe_risk,efe_ambiguity,efe_control,efe_visibility,efe_obstacle,seed
5.973,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
6.093,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
6.193,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
6.293,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
6.373,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,-3.3,1.9,1.7723286793194593,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
6.473,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,-3.3,1.9,1.7723286793194593,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
6.593,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,-3.3,1.9,1.7723286793194593,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
6.673,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,-3.3,1.9,1.7723286793194593,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
6.793,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,-3.3,1.9,1.7723286793194593,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
6.893,-5.000337892166803,2.4000000000000123,-4.907185768843224e-12,0.0,0.0,0.0001,nan,nan,nan,nan,nan,nan,0.0,0.0,-3.3,1.9,1.7723286793194593,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0
