condition,time_after_first_command_s,detected,yolo_detected_after_threshold,yolo_score_selected,pixel_pose_available,pixel_pose_age_s,true_x,true_y,state_x,state_y,state_pos_error,pred_world_x_calibrated,pred_world_y_calibrated,localization_error_calibrated_m,obs_u,obs_v,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,mask_bottom_u,mask_bottom_v,mask_area_px,yolo_inference_ms,yolo_latency_s
C2,2.950000000000003,1,1.0,0.8787568807601929,1,0.5160000000000018,2.8653661604560323,-1.7997478624542622,3.2390752206415105,-1.6915797690920966,0.3890485806249902,3.1707572714038865,-1.704354099614933,0.3199432772142757,1009.909422612578,386.0762570748504,995.4306640625,360.0653991699219,1024.3187255859375,386.8206176757813,1002.6666564941406,394.6666564941406,494.2227647565305,58.0038580000064,0.0579564571380615
C2,3.1300000000000026,1,1.0,0.7365120053291321,1,0.5310000000000024,2.7760999822391463,-1.8405965655295464,3.1707572714038865,-1.7543540996149327,0.4039704677546301,3.0732204995918324,-1.7678445310264288,0.3058977939709122,1001.0620583457624,392.1949309954828,988.18408203125,363.2472534179688,1016.51318359375,390.7725524902344,997.3333435058594,394.6666564941406,696.8878038199618,50.48156300000528,0.050377607345581
C2,3.3450000000000024,1,1.0,0.7611676454544067,1,0.5480000000000018,2.66704878993424,-1.8841309685283527,3.0732204995918324,-1.8178445310264288,0.4115450759307756,3.009663666512321,-1.778215297713388,0.3586127200432215,994.0032906759044,393.202580417932,979.35791015625,367.9490661621094,1007.7453002929688,393.5771484375,986.0,392.0,807.1110161673278,56.194457000003695,0.0561347007751464
C2,3.5340000000000025,1,1.0,0.8498831987380981,1,0.5390000000000015,2.579040951305522,-1.9166825605722184,3.009663666512321,-1.828215297713388,0.4396161728710737,2.884347376449235,-1.840846035991302,0.3145841567761248,981.6457328351528,399.3378401463431,967.61181640625,372.48583984375,996.1209716796876,399.8673706054688,976.0,405.3333435058594,832.0008138027042,47.01754300003813,0.0469667911529541
C2,3.742000000000001,1,1.0,0.8792760372161865,1,0.549000000000003,2.466986331125991,-1.9552165574637543,2.884347376449235,-1.8908460359913024,0.4222958751727825,2.758678864475531,-1.9230905401402285,0.2934563255425651,969.801778040311,407.5265504989677,958.0607299804688,377.6202087402344,987.4149169921876,407.410888671875,964.0,402.6666564941406,871.1107313372195,76.0512349999658,0.0759246349334716
C2,3.924000000000003,1,1.0,0.8618062138557434,1,0.5330000000000048,2.387747054569245,-1.9810179665006615,2.758678864475531,-1.9730905401402283,0.3710165113428956,2.687131602047822,-1.9197101738403557,0.3055973702600068,961.125439477023,407.186951931436,948.38232421875,380.3629760742188,976.0096435546876,408.1896362304688,960.0,416.0,1045.333577473648,44.999742000015885,0.0449156761169433
C2,4.125,1,1.0,0.8095901608467102,1,0.5360000000000014,2.29975875532699,-2.003376148163944,2.687131602047822,-1.9697101738403555,0.3888330235509301,2.6012623534545325,-1.9409384043536668,0.3079007819671336,951.6119653778128,409.3237018611957,937.4945678710938,383.458251953125,967.0098876953124,408.5914001464844,945.3333129882812,416.0,949.333740234375,60.76442800002724,0.0606966018676757
C2,4.326999999999998,1,1.0,0.7661120295524597,1,0.7380000000000031,2.203519597252269,-2.021429179501779,2.6012623534545325,-1.9909384043536669,0.3989097485403258,2.6012623534545325,-1.9409384043536668,0.4058054521508024,940.0031447287016,409.8951557961853,927.453125,389.3683471679688,954.8942260742188,411.3294372558594,936.0,416.0,974.2221137154849,128.11962699998958,0.1279706954956054
C2,4.521000000000001,1,1.0,0.8174054622650146,1,0.5360000000000014,2.099612769935103,-2.037240000854433,2.502746988036495,-1.99659870713654,0.4051776308722939,2.429788017084883,-2.0209909405573714,0.3305748414367858,933.7370505615004,417.4749194417489,919.3890380859376,392.4661560058594,946.8053588867188,416.7205505371094,928.0,416.0,405.3326822919771,55.2628529999879,0.0551953315734863
C2,4.694000000000003,1,1.0,0.8771610856056213,1,0.5110000000000028,2.012092022444219,-2.048964258142362,2.429788017084883,-2.070990940557371,0.4182763663859882,2.3352333523609303,-2.0355960198667566,0.3234177312624252,922.7789813312684,418.978169161668,910.8651123046876,395.374267578125,936.6107177734376,418.415771484375,918.6666564941406,426.6666564941406,618.6656087245792,58.33132499998328,0.058284044265747
