wp_idx,x,y
0,3.346432,-1.233232
1,3.326249,-1.381479
2,3.300582,-1.528866
3,3.274032,-1.676100
4,3.247711,-1.823381
5,3.222283,-1.970829
6,3.198312,-2.118531
7,3.125358,-2.251707
8,2.994613,-2.324091
9,2.850701,-2.364360
10,2.702716,-2.381932
11,2.554786,-2.398610
12,2.406586,-2.414437
13,2.258387,-2.428651
14,2.110160,-2.440847
15,1.961902,-2.450828
16,1.813626,-2.458568
17,1.665353,-2.464138
18,1.517109,-2.467663
19,1.368926,-2.469283
20,1.220867,-2.469142
21,1.072588,-2.467378
22,0.924413,-2.464111
23,0.776348,-2.459447
24,0.628393,-2.453472
25,0.480569,-2.446256
26,0.332825,-2.437844
27,0.184818,-2.428268
28,0.036584,-2.417582
29,-0.111506,-2.405870
30,-0.259115,-2.393225
31,-0.406314,-2.379711
32,-0.553225,-2.365392
33,-0.699983,-2.350368
34,-0.846465,-2.334845
35,-0.992883,-2.318995
36,-1.067972,-2.183606
37,-1.103485,-2.039119
38,-1.102998,-1.890283
39,-1.091922,-1.742263
40,-1.080204,-1.594837
41,-1.068604,-1.448250
42,-1.057191,-1.302643
43,-1.045960,-1.157916
44,-1.034898,-1.013969
45,-1.023986,-0.870702
46,-1.013204,-0.728017
47,-1.002528,-0.585815
48,-0.991932,-0.443996
49,-0.981386,-0.302460
50,-0.970858,-0.161105
51,-0.960313,-0.019813
52,-0.949713,0.121528
53,-0.863129,-0.006411
54,-1.025574,-0.059322
55,-0.988873,0.080650
56,-0.876061,-0.017089
57,-1.025007,-0.053446
58,-0.987432,0.091119
59,-1.000000,0.000000
