point_idx,x,y,theta
0,3.310289,-1.010920,-0.000000
1,3.310289,-1.010920,-0.249992
2,3.310289,-1.010920,-0.499985
3,3.310289,-1.010920,-0.749977
4,3.310289,-1.010920,-0.999970
5,3.311321,-1.012526,-1.249963
6,3.334977,-1.083713,-1.494335
7,3.346432,-1.233232,-1.706107
8,3.326249,-1.381479,-1.743216
9,3.300582,-1.528866,-1.749203
10,3.274032,-1.676100,-1.747646
11,3.247711,-1.823381,-1.741568
12,3.222283,-1.970829,-1.731688
13,3.198312,-2.118531,-1.718321
14,3.193065,-2.153836,-1.947841
15,3.178283,-2.191165,-2.177273
16,3.154658,-2.225223,-2.406639
17,3.125358,-2.251707,-2.635968
18,2.994613,-2.324091,-2.868753
19,2.850701,-2.364360,-3.023404
20,2.702716,-2.381932,-3.029328
21,2.554786,-2.398610,-3.035201
22,2.406586,-2.414437,-3.045973
23,2.258387,-2.428651,-3.059494
24,2.110160,-2.440847,-3.074376
25,1.961902,-2.450828,-3.089443
26,1.813626,-2.458568,-3.104038
27,1.665353,-2.464138,-3.117823
28,1.517109,-2.467663,-3.130658
29,1.368926,-2.469283,3.140642
30,1.220867,-2.469142,3.129690
31,1.072588,-2.467378,3.119550
32,0.924413,-2.464111,3.110104
33,0.776348,-2.459447,3.101231
34,0.628393,-2.453472,3.092815
35,0.480569,-2.446256,3.084722
36,0.332825,-2.437844,3.076983
37,0.184818,-2.428268,3.069627
38,0.036584,-2.417582,3.062671
39,-0.111506,-2.405870,3.056134
40,-0.259115,-2.393225,3.050040
41,-0.406314,-2.379711,3.044432
42,-0.553225,-2.365392,3.039577
43,-0.699983,-2.350368,3.036011
44,-0.846465,-2.334845,3.033764
45,-0.992883,-2.318995,3.033148
46,-0.993271,-2.318953,2.788861
47,-0.994929,-2.318342,2.544578
48,-0.996972,-2.316954,2.300298
49,-0.998652,-2.315075,2.056021
50,-1.067972,-2.183606,1.811811
51,-1.103485,-2.039119,1.567523
52,-1.102998,-1.890283,1.496107
53,-1.091922,-1.742263,1.491481
54,-1.080204,-1.594837,1.491823
55,-1.068604,-1.448250,1.492575
56,-1.057191,-1.302643,1.493352
57,-1.045960,-1.157916,1.494096
58,-1.034898,-1.013969,1.494779
59,-1.023986,-0.870702,1.495375
60,-1.013204,-0.728017,1.495862
61,-1.002528,-0.585815,1.496217
62,-0.991932,-0.443996,1.496421
63,-0.981386,-0.302460,1.496454
64,-0.970858,-0.161105,1.496300
65,-0.960313,-0.019813,1.495946
66,-0.949713,0.121528,1.495380
67,-0.949713,0.121528,1.245482
68,-0.949713,0.121528,0.995583
69,-0.949594,0.121712,0.745685
70,-0.949279,0.122003,0.495787
71,-0.948682,0.122326,0.245890
72,-0.947834,0.122539,-0.004007
73,-0.947036,0.122536,-0.253904
74,-0.946746,0.122460,-0.503800
75,-0.945508,0.121778,-0.753696
76,-0.943721,0.120100,-1.003593
77,-0.863129,-0.006411,-1.253283
78,-0.861597,-0.011073,-1.502971
79,-0.861206,-0.016824,-1.752660
80,-0.862324,-0.022903,-2.002350
81,-0.864896,-0.028488,-2.252042
82,-0.868657,-0.033127,-2.501737
83,-0.873217,-0.036521,-2.751433
84,-0.877882,-0.038439,-3.001132
85,-1.025574,-0.059322,3.032054
86,-1.028466,-0.059004,2.782054
87,-1.029953,-0.058445,2.532054
88,-1.030150,-0.058307,2.282054
89,-1.030150,-0.058307,2.032054
90,-1.030150,-0.058307,1.782054
91,-1.030150,-0.058307,1.532054
92,-1.030150,-0.058307,1.282054
93,-0.988873,0.080650,1.032070
94,-0.988873,0.080650,0.782085
95,-0.988856,0.080666,0.532101
96,-0.988754,0.080727,0.282117
97,-0.988580,0.080777,0.032133
98,-0.988263,0.080788,-0.217851
99,-0.988110,0.080754,-0.467835
100,-0.988109,0.080753,-0.717819
101,-0.876061,-0.017089,-0.967694
102,-0.875569,-0.017803,-1.217567
103,-0.875046,-0.019224,-1.467441
104,-0.874833,-0.021274,-1.717314
105,-0.875167,-0.023535,-1.967187
106,-0.876014,-0.025560,-2.217061
107,-0.877204,-0.027137,-2.466935
108,-0.877508,-0.027380,-2.716809
109,-0.877508,-0.027380,-2.966683
110,-1.025007,-0.053446,3.066502
111,-1.025007,-0.053446,2.816502
112,-1.025007,-0.053446,2.566502
113,-1.025007,-0.053446,2.316502
114,-1.025007,-0.053446,2.066502
115,-1.025007,-0.053446,1.816502
116,-1.025007,-0.053446,1.566502
117,-1.025007,-0.053446,1.316502
118,-0.987432,0.091119,1.066502
119,-0.987432,0.091119,0.816502
120,-0.987432,0.091119,0.566502
