point_idx,x,y,theta
0,3.255700,-1.005627,-0.000000
1,3.255700,-1.005627,-0.250000
2,3.255700,-1.005627,-0.500000
3,3.255700,-1.005627,-0.750000
4,3.255700,-1.005627,-1.000000
5,3.255700,-1.005627,-1.250000
6,3.255700,-1.005627,-1.500000
7,3.264164,-1.124983,-1.750000
8,3.238990,-1.263954,-1.840291
9,3.201561,-1.399458,-1.893549
10,3.156536,-1.534086,-1.926467
11,3.106958,-1.667551,-1.942721
12,3.055049,-1.800624,-1.944166
13,3.002831,-1.933920,-1.932368
14,2.971856,-2.015821,-2.110200
15,2.894812,-2.144523,-2.286959
16,2.796338,-2.257672,-2.463083
17,2.682113,-2.349761,-2.651780
18,2.550360,-2.420005,-2.859576
19,2.406285,-2.461749,-3.043926
20,2.257000,-2.476375,-3.110081
21,2.107074,-2.481101,3.097542
22,1.958611,-2.474557,3.016198
23,1.819407,-2.457009,2.933375
24,1.689870,-2.429641,2.849066
25,1.570186,-2.393596,2.761467
26,1.460667,-2.349837,2.668940
27,1.361229,-2.298994,2.571080
28,1.265545,-2.237594,2.478418
29,1.182772,-2.172932,2.417078
30,1.104973,-2.104072,2.386758
31,1.030440,-2.033961,2.385677
32,1.026130,-2.029898,2.186260
33,1.012998,-2.011327,1.987317
34,0.990432,-1.960318,1.789330
35,0.973748,-1.885195,1.592448
36,0.970501,-1.735230,1.412021
37,0.994217,-1.587117,1.241998
38,1.042645,-1.445175,1.254808
39,1.089214,-1.302739,1.316236
40,1.126943,-1.157739,1.377024
41,1.155790,-1.010738,1.433083
42,1.176352,-0.862373,1.483032
43,1.189479,-0.713190,1.526523
44,1.196106,-0.563603,1.563978
45,1.197126,-0.413966,1.595817
46,1.193384,-0.264423,1.622466
47,1.185661,-0.115095,1.644337
48,1.175147,0.027621,1.662124
49,1.161467,0.176996,1.676723
50,1.146335,0.319312,1.689152
51,1.130247,0.454608,1.700234
52,1.113457,0.583598,1.710380
53,1.096147,0.706799,1.719789
54,1.078456,0.824659,1.728611
55,1.060466,0.937702,1.737023
56,1.042216,1.046482,1.745179
57,1.023696,1.151604,1.753177
58,1.004846,1.253812,1.760792
59,0.985583,1.353978,1.767365
60,0.965918,1.452726,1.771781
61,0.946103,1.549983,1.773945
62,0.926197,1.646620,1.773935
63,0.906287,1.743281,1.771816
64,0.886449,1.840635,1.767642
65,0.883807,1.853880,2.013254
66,0.879041,1.863939,2.258916
67,0.873992,1.870081,2.504626
68,0.864881,1.876822,2.750414
69,0.853611,1.881470,2.996290
70,0.843000,1.883022,-3.040945
71,0.830767,1.881787,-2.794934
72,0.814101,1.875766,-2.548843
73,0.793447,1.861855,-2.302644
74,0.773601,1.839762,-2.056330
75,0.712207,1.723410,-1.811362
76,0.704360,1.691424,-1.566322
77,0.704499,1.660376,-1.321241
78,0.711048,1.634681,-1.076148
79,0.720422,1.617301,-0.831061
80,0.728072,1.608918,-0.585982
81,0.837696,1.536155,-0.338356
82,0.841204,1.534921,-0.090765
83,0.847063,1.534388,0.156828
84,0.857032,1.535964,0.404418
85,0.869642,1.541361,0.652008
86,0.882594,1.551249,0.899606
87,0.893596,1.565101,1.147221
88,0.900888,1.581273,1.394865
89,0.922981,1.705553,1.642795
90,0.921938,1.720012,1.890761
91,0.918407,1.730667,2.138762
92,0.913104,1.738978,2.386808
93,0.907575,1.744179,2.634903
94,0.903867,1.746237,2.883046
95,0.903792,1.746256,3.131221
96,0.903792,1.746256,-2.903767
97,0.773842,1.714755,-2.655568
98,0.773842,1.714755,-2.407334
99,0.773842,1.714755,-2.159070
100,0.772895,1.713335,-1.910800
101,0.772054,1.710956,-1.662550
102,0.771849,1.708730,-1.414340
103,0.772249,1.706191,-1.166160
104,0.773212,1.703943,-0.917968
105,0.857218,1.594086,-0.668004
106,0.858361,1.593184,-0.418040
107,0.859200,1.592811,-0.168076
108,0.860061,1.592665,0.081889
109,0.860800,1.592725,0.331853
110,0.861317,1.592904,0.581817
111,0.861587,1.593081,0.831781
112,0.861652,1.593152,1.081746
113,0.924835,1.711880,1.331745
114,0.924856,1.711967,1.581743
115,0.924850,1.712535,1.831740
116,0.924617,1.713407,2.081738
117,0.923548,1.715315,2.331736
118,0.921818,1.717132,2.581736
119,0.920023,1.718256,2.831735
120,0.918653,1.718695,3.081735
