wp_idx,x,y
0,3.238990,-1.263954
1,3.201561,-1.399458
2,3.156536,-1.534086
3,3.106958,-1.667551
4,3.055049,-1.800624
5,3.002831,-1.933920
6,2.894812,-2.144523
7,2.796338,-2.257672
8,2.682113,-2.349761
9,2.550360,-2.420005
10,2.406285,-2.461749
11,2.257000,-2.476375
12,2.107074,-2.481101
13,1.958611,-2.474557
14,1.819407,-2.457009
15,1.689870,-2.429641
16,1.570186,-2.393596
17,1.361229,-2.298994
18,1.182772,-2.172932
19,1.030440,-2.033961
20,0.973748,-1.885195
21,0.970501,-1.735230
22,0.994217,-1.587117
23,1.042645,-1.445175
24,1.089214,-1.302739
25,1.126943,-1.157739
26,1.155790,-1.010738
27,1.176352,-0.862373
28,1.189479,-0.713190
29,1.196106,-0.563603
30,1.197126,-0.413966
31,1.193384,-0.264423
32,1.185661,-0.115095
33,1.175147,0.027621
34,1.161467,0.176996
35,1.146335,0.319312
36,1.130247,0.454608
37,1.113457,0.583598
38,1.096147,0.706799
39,1.060466,0.937702
40,1.023696,1.151604
41,0.985583,1.353978
42,0.946103,1.549983
43,0.906287,1.743281
44,0.879041,1.863939
45,0.773601,1.839762
46,0.712207,1.723410
47,0.728072,1.608918
48,0.837696,1.536155
49,0.922981,1.705553
50,0.773842,1.714755
51,0.857218,1.594086
52,0.924835,1.711880
53,0.918653,1.718695
54,1.000000,1.750000
