diag_stamp,log_stamp,detected,true_available,true_x,true_y,true_yaw,state_available,state_x,state_y,state_yaw,state_pos_error,state_yaw_error_deg,obs_u,obs_v,obs_yaw,obs_yaw_error_deg,pixel_pose_available,pixel_pose_stamp,pixel_pose_u,pixel_pose_v,pixel_pose_yaw,pixel_pose_age_s,u_red,v_red,red_area_px,u_blue,v_blue,blue_area_px,separation_px,border_margin_px,perception_backend,seed
4.456,4.510000000000001,1,1,-3.9999999999959317,-1.6719652049032595e-23,-4.891723038607078e-12,0,nan,nan,nan,nan,nan,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,4.456,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
4.918,5.003,1,1,-3.9999999999959317,-1.6719652084875436e-23,-4.8917230478188554e-12,1,-3.539683611835436,-0.4373755655167688,-1.0164422319188675,0.6349713084228591,-58.23785000752845,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,4.918,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
5.215,5.305000000000001,1,1,-3.9999999999959317,-1.6719652063173947e-23,-4.891723023797465e-12,1,-3.539683611835436,-0.4373755655167688,-1.0164422319188675,0.6349713084228591,-58.23785000752845,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,5.215,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
5.413,5.462000000000001,1,1,-3.9999999999959317,-1.6719652070816195e-23,-4.8917230083381395e-12,1,-3.539683611835436,-0.4373755655167688,-1.0164422319188675,0.6349713084228591,-58.23785000752845,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,5.413,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
6.667,6.728000000000001,1,1,-3.9999999999959317,-1.6719652005269052e-23,-4.891722845876802e-12,1,-3.539683611835436,-0.4373755655167688,-1.0164422319188675,0.6349713084228591,-58.23785000752845,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,6.667,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
6.931,7.038,1,1,-3.9999999999959317,-1.671965198369046e-23,-4.891722739074366e-12,1,-3.539683611835436,-0.4373755655167688,-1.0164422319188675,0.6349713084228591,-58.23785000752845,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,6.931,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
7.03,7.16,1,1,-3.9999999999959317,-1.6719651969937106e-23,-4.89172273066581e-12,1,-3.539683611835436,-0.4373755655167688,-1.0164422319188675,0.6349713084228591,-58.23785000752845,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,7.03,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
7.261,7.36,1,1,-3.9999999999959317,-1.6719651964204347e-23,-4.891722702805225e-12,1,-3.539683611835436,-0.4373755655167688,-1.0164422319188675,0.6349713084228591,-58.23785000752845,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,7.261,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
8.086,8.212,1,1,-3.9999999999959317,-1.6719651904985992e-23,-4.891722550682197e-12,1,-3.539683611835436,-0.4373755655167688,-1.0164422319188675,0.6349713084228591,-58.23785000752845,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,8.086,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
8.449,8.530000000000001,1,1,-3.9999999999959317,-1.6719651870893326e-23,-4.891722518150291e-12,1,-3.539683611835436,-0.4373755655167688,-1.0164422319188675,0.6349713084228591,-58.23785000752845,399.6151118815002,373.2760794201072,-1.0164422319188675,-58.23785000752845,1,8.449,399.6151118815002,373.2760794201072,-1.0164422319188675,0.0,487.9670658682635,385.6047904191617,334.0,311.2631578947368,360.94736842105266,57.0,178.41597336760353,345.7239205798928,color,0
