stamp,source,odom_x,odom_y,odom_yaw,cmd_v,cmd_w,pix_u,pix_v,pix_yaw
17.59,pixel,,,,,,723.8056640625,520.289794921875,0.0
17.693,odom,1.6343585078344647,0.005469260520333636,0.06791760327410779,0.2199408929940828,0.04636207415644695,,,
17.623,pixel,,,,,,724.3497314453125,519.8381958007812,0.0
17.656,pixel,,,,,,724.9158325195312,519.4751586914062,0.0
17.713,odom,1.6387470451256863,0.005769822693475024,0.06884484476013118,0.21995066814868505,0.04235507701046163,,,
17.733,odom,1.6431355090999415,0.006074291666261111,0.06969194630327832,0.21995066814868505,0.04235507701046163,,,
17.753,odom,1.6475237135835539,0.006382478003966256,0.07053904784635887,0.21995066814868505,0.04235507701046163,,,
17.689,pixel,,,,,,725.440185546875,519.03564453125,0.0
17.773,odom,1.6519116501757514,0.006694384209419499,0.07138831088761845,0.21995028008884887,0.04252134610200445,,,
17.722,pixel,,,,,,725.9559936523438,518.6358642578125,0.0
17.793,odom,1.6562993172823368,0.007010020833196172,0.07223873781251615,0.21995028008884887,0.04252134610200445,,,
17.813,odom,1.6606867795503562,0.00732937724252899,0.07305968366440183,0.21996311252382963,0.03662513148055644,,,
17.755,pixel,,,,,,726.4917602539062,518.231689453125,0.0
17.833,odom,1.665074188008923,0.007652107004271253,0.07379218629686855,0.21996311252382963,0.03662513148055644,,,
17.853,odom,1.6694613588900573,0.007978050467389902,0.07452468892933527,0.21996311252382963,0.03662513148055644,,,
17.788,pixel,,,,,,726.9996948242188,517.8394775390625,0.0
17.873,odom,1.6738483312061458,0.008307188153057206,0.07523686834854106,0.21996709260126932,0.034592810151470074,,,
17.821,pixel,,,,,,727.5618896484375,517.457275390625,0.0
17.893,odom,1.6782351127615065,0.008639386200628254,0.07592872455441523,0.21996709260126932,0.034592810151470074,,,
17.913,odom,1.6826216634337052,0.008974619190493817,0.07662058076029075,0.21996709260126932,0.034592810151470074,,,
17.854,pixel,,,,,,728.0985107421875,517.0260009765625,0.0
17.933,odom,1.6870080833884964,0.009312791790128767,0.07726053305423117,0.21997234995793424,0.031709259485426945,,,
17.953,odom,1.6913942983825418,0.009653748200839503,0.0778947182467946,0.21997234995793424,0.031709259485426945,,,
17.887,pixel,,,,,,728.5911254882812,516.6153564453125,0.0
17.973,odom,1.6957802962650474,0.009997486215398945,0.07852890343935802,0.2199822487474265,0.025406864710184673,,,
17.993,odom,1.7001662944903422,0.01034374486883448,0.07903704073648629,0.2199822487474265,0.025406864710184673,,,
17.92,pixel,,,,,,729.1485595703125,516.2132568359375,0.0
18.013,odom,1.7045521162024704,0.010692232166754075,0.07954517803350915,0.2199822487474265,0.025406864710184673,,,
18.033,odom,1.7089377663483376,0.011042947047248307,0.08004890671247379,0.21998424281061862,0.023937325348207503,,,
17.953,pixel,,,,,,729.609130859375,515.8551025390625,0.0
18.053,odom,1.7133232781368133,0.011395810782560113,0.08052765322228293,0.21998424281061862,0.023937325348207503,,,
18.073,odom,1.7177086204904377,0.011750774025816691,0.08100639973209203,0.21998424281061862,0.023937325348207503,,,
17.986,pixel,,,,,,730.1962890625,515.415771484375,0.0
18.093,odom,1.7220938439489697,0.012107772064770168,0.08144845821026067,0.21998695594920947,0.021779205839111367,,,
18.019,pixel,,,,,,730.661865234375,515.001708984375,0.0
18.113,odom,1.7264789194273753,0.012466682995270458,0.08188404232986062,0.21998695594920947,0.021779205839111367,,,
18.052,pixel,,,,,,731.1873779296875,514.6553955078125,0.0
18.133,odom,1.7308639073635992,0.01282744108441716,0.08225749047598571,0.21999333710902932,0.015565608480774418,,,
18.085,pixel,,,,,,731.7059326171875,514.1378173828125,0.0
18.153,odom,1.735248840756667,0.013189637618445913,0.08256880264843477,0.21999333710902932,0.015565608480774418,,,
18.118,pixel,,,,,,732.1713256835938,513.8311157226562,0.0
18.173,odom,1.739633661181064,0.013553199218042251,0.08288011482088382,0.21999790133204783,0.0087358639867742,,,
18.193,odom,1.7440184378798589,0.013918004246783328,0.08310264031501788,0.21999790133204783,0.0087358639867742,,,
18.151,pixel,,,,,,732.6695556640625,513.3925170898438,0.0
18.213,odom,1.7484031795574562,0.01428361470338997,0.08327735759757901,0.21999790133204783,0.0087358639867742,,,
18.233,odom,1.7527878572896631,0.014649991244564365,0.08345207488014017,0.21999790133204783,0.0087358639867742,,,
18.184,pixel,,,,,,733.2077026367188,513.0060424804688,0.0
18.253,odom,1.757172501062008,0.015017040614765947,0.08356482254519297,0.21999948928479923,0.004309462731148136,,,
18.273,odom,1.761557121213768,0.015384486155385433,0.0836510118026393,0.21999948928479923,0.004309462731148136,,,
18.293,odom,1.7659417096793844,0.015752309601801576,0.08373720106008431,0.21999976551986875,0.0029200259831526406,,,
18.217,pixel,,,,,,727.525390625,518.8040771484375,0.0
18.313,odom,1.7703262755254163,0.016120462021633614,0.0837983804560988,0.21999976551986875,0.0029200259831526406,,,
18.333,odom,1.7747108203630386,0.016488871157219896,0.08385678097859732,0.21999976551986875,0.0029200259831526406,,,
18.25,pixel,,,,,,727.958251953125,518.458984375,0.0
18.353,odom,1.7790951705484073,0.016857530223622637,0.08399164339942813,0.21982673177067952,0.07938192556962106,,,
18.283,pixel,,,,,,734.7408447265625,511.8486022949219,0.0
18.373,odom,1.7834759117788987,0.0172298459633016,0.0855792819136517,0.21982673177067952,0.07938192556962106,,,
18.393,odom,1.787856056385791,0.01760911626432835,0.08716692042785858,0.21982673177067952,0.07938192556962106,,,
18.316,pixel,,,,,,735.2244873046875,511.4012451171875,0.0
18.413,odom,1.7922385545253217,0.017993269273075214,0.08743440714325398,0.21999973100485326,-0.003127561940713247,,,
18.349,pixel,,,,,,735.7489013671875,511.004638671875,0.0
18.433,odom,1.7966217533851934,0.018377353122859826,0.08737185590726035,0.2199982087194409,-0.008070784551133765,,,
18.453,odom,1.8010049641822687,0.018761003994763287,0.08722526988696332,0.2199982087194409,-0.008070784551133765,,,
18.382,pixel,,,,,,736.1771240234375,510.634033203125,0.0
18.473,odom,1.805388231873756,0.019143951820086092,0.08706385419875316,0.2199982087194409,-0.008070784551133765,,,
18.493,odom,1.8097715613219272,0.019526192112253003,0.08690243851054301,0.21999488829289043,-0.013633817453522122,,,
18.415,pixel,,,,,,736.774169921875,510.2080078125,0.0
18.513,odom,1.8141549100488312,0.019907522162934583,0.08664088823018837,0.21999488829289043,-0.013633817453522122,,,
18.448,pixel,,,,,,737.2036743164062,509.87689208984375,0.0
18.533,odom,1.8185383557647372,0.02028765882791481,0.08636821188394155,0.219991979185953,-0.01707828263127437,,,
18.553,odom,1.8229218651225438,0.020666486869079972,0.08603697962973751,0.219991979185953,-0.01707828263127437,,,
18.481,pixel,,,,,,737.7745361328125,509.43255615234375,0.0
18.573,odom,1.8273054946312801,0.021043820279562878,0.08569541397995264,0.219991979185953,-0.01707828263127437,,,
18.514,pixel,,,,,,738.22802734375,509.0281982421875,0.0
18.593,odom,1.831689252768433,0.021419656370802016,0.08535384833016638,0.21998915054065485,-0.019862755023720282,,,
18.613,odom,1.8360730930687932,0.02179386821840252,0.08495659323257414,0.21998915054065485,-0.019862755023720282,,,
18.547,pixel,,,,,,738.7006225585938,508.70166015625,0.0
18.633,odom,1.8404570816808041,0.02216633853361609,0.08455933813493469,0.21998915054065485,-0.019862755023720282,,,
18.58,pixel,,,,,,739.2158203125,508.20599365234375,0.0
18.653,odom,1.8448412060963335,0.02253706409481405,0.08415227273092106,0.21998313036042277,-0.024767908251042775,,,
18.673000000000002,odom,1.8492253909717196,0.022905783009666166,0.08365691456871246,0.21998313036042277,-0.024767908251042775,,,
18.613,pixel,,,,,,739.6602783203125,507.8968505859375,0.0
18.693,odom,1.8536097579571278,0.023272330137606264,0.0831615564065025,0.21998313036042277,-0.024767908251042775,,,
18.713,odom,1.8579941726067808,0.023636523382057614,0.08256940087234962,0.2199738828497603,-0.030817744004901518,,,
18.646,pixel,,,,,,740.1591796875,507.461181640625,0.0
18.733,odom,1.862378773154102,0.02399802176430989,0.08195304599508821,0.2199738828497603,-0.030817744004901518,,,
18.679,pixel,,,,,,734.65478515625,513.1126098632812,0.0
18.753,odom,1.8667635595135246,0.024356805748681907,0.08131650705939937,0.2199646301952477,-0.035863758631635885,,,
18.773,odom,1.8711484430253569,0.024712574171885934,0.08059923188960263,0.2199646301952477,-0.035863758631635885,,,
18.712,pixel,,,,,,741.158203125,506.7482604980469,0.0
18.793,odom,1.8755335805930489,0.025065197335775256,0.07988195671981284,0.2199646301952477,-0.035863758631635885,,,
18.813,odom,1.8799189597449004,0.025414673131266413,0.07915961977216228,0.21995946214849865,-0.03839464759096346,,,
18.745,pixel,,,,,,741.6683349609375,506.3184814453125,0.0
18.833,odom,1.8843045061181247,0.025760863903955995,0.07839172682316684,0.21995946214849865,-0.03839464759096346,,,
18.778,pixel,,,,,,742.2275390625,505.95416259765625,0.0
18.853,odom,1.888690317035787,0.026103686944771852,0.0776238338741714,0.21995946214849865,-0.03839464759096346,,,
18.873,odom,1.8930762509105823,0.02644299705646587,0.07678832854362552,0.21995114262410603,-0.04215089101489593,,,
18.893,odom,1.8974624525545343,0.026778609999471976,0.07594531072617486,0.21995114262410603,-0.04215089101489593,,,
18.811,pixel,,,,,,742.663330078125,505.55694580078125,0.0
18.913,odom,1.9018489355675536,0.027110525177522236,0.07510229290872145,0.21995114262410603,-0.04215089101489593,,,
18.844,pixel,,,,,,743.1942138671875,505.1766357421875,0.0
18.933,odom,1.906235532013473,0.027438603784068438,0.0741877205383171,0.21994022571374008,-0.04662305057994777,,,
18.953,odom,1.9106223883422597,0.027762596533507166,0.07325525952958659,0.21994022571374008,-0.04662305057994777,,,
18.877,pixel,,,,,,743.6466064453125,504.7392272949219,0.0
18.91,pixel,,,,,,744.1290893554688,504.42559814453125,0.0
18.973,odom,1.915009343421296,0.028082392026884225,0.07224702400695925,0.21992125856002337,-0.053511642762739266,,,
18.993,odom,1.919396463563294,0.028397541194816515,0.07117679115458134,0.21992125856002337,-0.053511642762739266,,,
18.943,pixel,,,,,,744.6063232421875,504.0087585449219,0.0
19.013,odom,1.923783914858129,0.028707992714724465,0.07010527989627513,0.21992098961086226,-0.05360295747086935,,,
18.976,pixel,,,,,,745.17236328125,503.62835693359375,0.0
19.033,odom,1.9281716948189889,0.029013740697655072,0.06903322074970912,0.21992098961086226,-0.05360295747086935,,,
19.053,odom,1.9325598000382467,0.029314784546146812,0.0679611616031542,0.21992098961086226,-0.05360295747086935,,,
19.073,odom,1.9369479906176612,0.02961095863947737,0.06680933820110427,0.21990655326108996,-0.05829497250518063,,,
19.009,pixel,,,,,,745.5947265625,503.29833984375,0.0
19.093,odom,1.9413364800013442,0.029902018089267242,0.06564343875387486,0.21990655326108996,-0.05829497250518063,,,
19.042,pixel,,,,,,746.1719970703125,502.8772277832031,0.0
19.113,odom,1.9457252567829875,0.03018794586559888,0.06446228134188994,0.21989943501634607,-0.06047468176201747,,,
19.133,odom,1.9501142812367669,0.03046859973195291,0.06325278770954182,0.21989943501634607,-0.06047468176201747,,,
19.153,odom,1.954503641929232,0.030743944897191455,0.06204329407719509,0.21989943501634607,-0.06047468176201747,,,
19.075,pixel,,,,,,746.677490234375,502.5135803222656,0.0
19.108,pixel,,,,,,747.1312255859375,502.23602294921875,0.0
19.173,odom,1.9588932334359714,0.03101394559659192,0.06080423996863152,0.21988821556239221,-0.06375917912551554,,,
19.193,odom,1.9632830398410062,0.03127838470327923,0.05952905638901832,0.21988821556239221,-0.06375917912551554,,,
19.141,pixel,,,,,,747.6365966796875,501.73211669921875,0.0
19.213,odom,1.967672956323802,0.031537144406456254,0.05819187641307596,0.21986542222393368,-0.06995881876807408,,,
19.233,odom,1.9720629990607739,0.03178981646115395,0.05679270004060881,0.21986542222393368,-0.06995881876807408,,,
19.174,pixel,,,,,,748.1130981445312,501.41131591796875,0.0
19.253,odom,1.9764533910332172,0.032036345826457174,0.055393523668162435,0.21986542222393368,-0.06995881876807408,,,
19.293,odom,1.9852351266423751,0.03251091203762925,0.05257836160270927,0.2198633938710304,-0.0704841100364399,,,
19.207,pixel,,,,,,748.58349609375,501.0240478515625,0.0
19.313,odom,1.9896264792617255,0.03273891149950349,0.05116867940490741,0.2198633938710304,-0.0704841100364399,,,
19.24,pixel,,,,,,749.10400390625,500.6247863769531,0.0
19.333,odom,1.994018060941918,0.03296069863235879,0.04973655599700842,0.2198506859615667,-0.07368999719993492,,,
19.273,pixel,,,,,,749.6373901367188,500.30596923828125,0.0
19.353,odom,1.998409796778682,0.03317606456743168,0.04826275605592653,0.2198506859615667,-0.07368999719993492,,,
19.306,pixel,,,,,,750.135009765625,499.9888610839844,0.0
19.373,odom,2.0028017907227587,0.0333849417990754,0.04677546610256659,0.21984455066797215,-0.07518888745588069,,,
19.393,odom,2.0071940254634204,0.03358723100166242,0.04527168835636033,0.21984455066797215,-0.07518888745588069,,,
19.339,pixel,,,,,,750.6585693359375,499.6195983886719,0.0
19.413,odom,2.011586563634111,0.03378291612223198,0.04376893754176329,0.21984508093528943,-0.07506052100696851,,,
19.433,odom,2.0159793970651845,0.03397200514630813,0.04226772712457864,0.21984508093528943,-0.07506052100696851,,,
19.372,pixel,,,,,,751.1429443359375,499.20159912109375,0.0
19.453,odom,2.02037250940865,0.03415449939248489,0.040766516707393986,0.21984508093528943,-0.07506052100696851,,,
19.473,odom,2.02476564527937,0.03433031834257462,0.039207155201417855,0.21982249383624586,-0.08034698363297878,,,
19.405,pixel,,,,,,751.6162719726562,498.8759460449219,0.0
19.493,odom,2.029158853044891,0.0344991167032086,0.03760021553172734,0.21982249383624586,-0.08034698363297878,,,
19.513,odom,2.0335523263868875,0.034660855229104795,0.03599327586203686,0.21982249383624586,-0.08034698363297878,,,
19.438,pixel,,,,,,752.1171875,498.43267822265625,0.0
19.533,odom,2.0379460012435597,0.03481551180201455,0.0343743001091468,0.2198189312007423,-0.08114938918072429,,,
19.471,pixel,,,,,,752.7125244140625,498.1022033691406,0.0
19.553,odom,2.042339903440933,0.034963038888720474,0.03275131232850506,0.2198189312007423,-0.08114938918072429,,,
19.573,odom,2.046734039285897,0.03510343453468175,0.031128324547866095,0.2198189312007423,-0.08114938918072429,,,
19.504,pixel,,,,,,753.1294555664062,497.83197021484375,0.0
19.593,odom,2.0511281983502614,0.03523660931704255,0.029460907989706273,0.21980708230314439,-0.08376284668420377,,,
19.613,odom,2.055522538743101,0.035362424111999254,0.027785651058998027,0.21980708230314439,-0.08376284668420377,,,
19.537,pixel,,,,,,753.7193603515625,497.46026611328125,0.0
19.633,odom,2.0599170922944277,0.035480878955362574,0.0261122638271494,0.21980815719031047,-0.0835291343268293,,,
19.57,pixel,,,,,,754.1815185546875,497.05767822265625,0.0
19.653,odom,2.0643118505917673,0.03559198880456503,0.02444168114362214,0.21980815719031047,-0.0835291343268293,,,
19.673000000000002,odom,2.068706788374664,0.03569575669502741,0.022771098460092096,0.21980815719031047,-0.0835291343268293,,,
19.603,pixel,,,,,,754.7064208984375,496.78155517578125,0.0
19.693,odom,2.0731017227178596,0.03579214261094529,0.02106406449956802,0.2197891051383952,-0.08757927622176763,,,
19.713,odom,2.0774966085026874,0.03588087981518996,0.019312478978128517,0.2197891051383952,-0.08757927622176763,,,
19.636,pixel,,,,,,755.1812133789062,496.38629150390625,0.0
19.733,odom,2.0818916429763705,0.035961918868936536,0.017560893456686242,0.2197891051383952,-0.08757927622176763,,,
19.669,pixel,,,,,,755.8004150390625,496.0379638671875,0.0
19.753,odom,2.0862867601996244,0.03603524672730427,0.015798440575973155,0.2197838397101561,-0.08866601215265894,,,
19.773,odom,2.090681947712835,0.036100791656852205,0.014025120335947633,0.2197838397101561,-0.08866601215265894,,,
19.702,pixel,,,,,,756.248046875,495.69244384765625,0.0
19.793,odom,2.0950772276906724,0.03615853762830532,0.012248335861370115,0.21978243006564324,-0.08895469836547029,,,
19.735,pixel,,,,,,756.7577514648438,495.375,0.0
19.813,odom,2.0994725921473085,0.03620846579251266,0.010469241897079233,0.21978243006564324,-0.08895469836547029,,,
19.768,pixel,,,,,,757.2628173828125,494.94696044921875,0.0
19.833,odom,2.103868038474746,0.03625057411545371,0.00869014793278836,0.21978441138748522,-0.08854866821355561,,,
19.853,odom,2.10826357648913,0.03628486906589799,0.006915926330314266,0.21978441138748522,-0.08854866821355561,,,
19.801,pixel,,,,,,757.8639526367188,494.63580322265625,0.0
19.873,odom,2.112659184215274,0.036311376834344045,0.005144952969085598,0.21978441138748522,-0.08854866821355561,,,
19.893,odom,2.117054831992871,0.03633010006110091,0.0033739796078624817,0.21978441138748522,-0.08854866821355561,,,
19.913,odom,2.1214504277663604,0.036341012150803396,0.0015870149654817756,0.21977918983526062,-0.08961475362452942,,,
19.834,pixel,,,,,,758.281005859375,494.34710693359375,0.0
19.933,odom,2.12584600992555,0.036344048915839554,-0.00020528010397644072,0.21977918983526062,-0.08961475362452942,,,
19.953,odom,2.1302415904675067,0.03633920749998461,-0.0019975751734318814,0.21977918983526062,-0.08961475362452942,,,
19.867,pixel,,,,,,758.8714599609375,493.99237060546875,0.0
19.973,odom,2.1346370846495746,0.036326459939535746,-0.003804122086215029,0.2197752714381747,-0.09040652270180877,,,
19.9,pixel,,,,,,759.3553466796875,493.61907958984375,0.0
19.993,odom,2.1390325407618422,0.036305765155924735,-0.0056122525371571095,0.2197752714381747,-0.09040652270180877,,,
19.933,pixel,,,,,,759.8642578125,493.3389587402344,0.0
20.013,odom,2.143427909065569,0.03627711748094207,-0.00742899847331055,0.21976807734655818,-0.09184243690829878,,,
20.033,odom,2.147823116862087,0.03624042797081862,-0.009265847208375618,0.21976807734655818,-0.09184243690829878,,,
20.053,odom,2.152218249850819,0.03619566519524914,-0.011102695943437907,0.21976807734655818,-0.09184243690829878,,,
19.966,pixel,,,,,,760.3889770507812,492.988525390625,0.0
20.073,odom,2.1566133392458777,0.03614283377437121,-0.012930346386713615,0.219777273837161,-0.09000277854417303,,,
20.093,odom,2.161008463747446,0.0360820436819778,-0.014730401954476918,0.219777273837161,-0.09000277854417303,,,
19.999,pixel,,,,,,760.9400634765625,492.69775390625,0.0
20.113,odom,2.1654034717029904,0.036013342224012604,-0.016530457522229123,0.219777273837161,-0.09000277854417303,,,
20.032,pixel,,,,,,761.4832763671875,492.33514404296875,0.0
20.133,odom,2.1697984464067694,0.035936749699085314,-0.018310660526837916,0.21978698956668688,-0.08801752222510156,,,
20.153,odom,2.1741933762058046,0.035852396967564565,-0.02007101096823946,0.21978698956668688,-0.08801752222510156,,,
20.065,pixel,,,,,,762.002685546875,492.0025634765625,0.0
20.173,odom,2.178588146346983,0.03576030765158077,-0.021832258970608226,0.2197848122045615,-0.08846630272356333,,,
20.098,pixel,,,,,,762.54248046875,491.67901611328125,0.0
20.193,odom,2.182982707848153,0.03566045956434058,-0.023601585021934525,0.2197848122045615,-0.08846630272356333,,,
20.213,odom,2.1873770858069745,0.03555283622529674,-0.025370911073258038,0.21978930829466833,-0.08753707650095628,,,
20.131,pixel,,,,,,763.1171264648438,491.31561279296875,0.0
20.233,odom,2.19177134824843,0.03543746891379528,-0.027123511052637415,0.21978930829466833,-0.08753707650095628,,,
20.253,odom,2.196165410954978,0.035314407912328254,-0.028874252579563754,0.21978930829466833,-0.08753707650095628,,,
20.164,pixel,,,,,,763.6080322265625,491.03790283203125,0.0
20.273,odom,2.2005592514795214,0.03518365423533565,-0.030624994106484532,0.21978930829466833,-0.08753707650095628,,,
20.293,odom,2.2049529993123076,0.03504525917393015,-0.03234609011200926,0.21979761791948296,-0.08579322230121435,,,
20.197,pixel,,,,,,764.1181640625,490.69390869140625,0.0
20.313,odom,2.2093465280698372,0.034899322711004516,-0.03406195455489812,0.21979761791948296,-0.08579322230121435,,,
20.23,pixel,,,,,,764.68798828125,490.35992431640625,0.0
20.333,odom,2.21373979995261,0.03474584776683691,-0.03577781899778418,0.2197947002097633,-0.0864095382973335,,,
20.353,odom,2.218132748731235,0.03458481479142391,-0.037504777130084585,0.2197947002097633,-0.0864095382973335,,,
20.263,pixel,,,,,,765.244140625,490.0498352050781,0.0
20.373,odom,2.222525406833085,0.03441619069679971,-0.03923296789646866,0.2197947002097633,-0.0864095382973335,,,
20.296,pixel,,,,,,765.7271118164062,489.74517822265625,0.0
20.393,odom,2.22691793076615,0.034240010955658616,-0.040926376455471786,0.21980944840364236,-0.08324751925784561,,,
20.329,pixel,,,,,,766.2874145507812,489.44061279296875,0.0
20.413,odom,2.2313102867428025,0.034056484523734346,-0.042591326843063854,0.21980944840364236,-0.08324751925784561,,,
20.433,odom,2.235702350328874,0.033865652204722776,-0.04425213362965471,0.21981056244598174,-0.08300377802374041,,,
20.362,pixel,,,,,,766.7619018554688,489.14105224609375,0.0
20.453,odom,2.240094094395239,0.033667528605461114,-0.045912209192538994,0.21981056244598174,-0.08300377802374041,,,
20.473,odom,2.2444855035101146,0.03346211465554472,-0.047572284755420496,0.21982152576842767,-0.08056581000388721,,,
20.395,pixel,,,,,,767.393310546875,488.80511474609375,0.0
20.493,odom,2.2488767897948527,0.03324950736888098,-0.04918360095793325,0.21982152576842767,-0.08056581000388721,,,
20.428,pixel,,,,,,767.8985595703125,488.51763916015625,0.0
20.513,odom,2.2532677520344286,0.033029824604191745,-0.05078935800429948,0.2198336267823059,-0.07778623193365251,,,
20.533,odom,2.257658579654484,0.032803200915688044,-0.05234508264539137,0.2198336267823059,-0.07778623193365251,,,
20.461,pixel,,,,,,768.471923828125,488.21026611328125,0.0
20.553,odom,2.262049049397113,0.03256974658546244,-0.05390080728648048,0.2198336267823059,-0.07778623193365251,,,
20.573,odom,2.266439316724706,0.0323294963176102,-0.055417206211083585,0.21985002205727222,-0.07385366028182641,,,
20.494,pixel,,,,,,768.996826171875,487.8671875,0.0
20.593,odom,2.270829385689392,0.032082709267692855,-0.05689427941909517,0.21985002205727222,-0.07385366028182641,,,
20.527,pixel,,,,,,769.5221557617188,487.5786437988281,0.0
20.613,odom,2.2752190829237366,0.03182943798128007,-0.05837194567943624,0.2198492181825764,-0.07405134439281957,,,
20.633,odom,2.279608386969284,0.031569672790447534,-0.059852972569676685,0.2198492181825764,-0.07405134439281957,,,
20.56,pixel,,,,,,770.0790405273438,487.3018798828125,0.0
20.653,odom,2.283997301481901,0.03130340720956058,-0.0613339994599171,0.21986968183790387,-0.06884264796135349,,,
20.593,pixel,,,,,,770.635986328125,486.96612548828125,0.0
20.673000000000002,odom,2.288386239576909,0.03103084503625034,-0.06271085242160189,0.21986968183790387,-0.06884264796135349,,,
20.693,odom,2.2927747982338897,0.030752240200786308,-0.06408770538317007,0.21986968183790387,-0.06884264796135349,,,
20.626,pixel,,,,,,771.2364501953125,486.6583251953125,0.0
20.713,odom,2.297163000513812,0.030467599335397867,-0.06545633717884579,0.21987311690821087,-0.06792918508378176,,,
20.733,odom,2.3015508489418073,0.030176982384013246,-0.06681492088287108,0.21987311690821087,-0.06792918508378176,,,
20.659,pixel,,,,,,771.7034912109375,486.3521728515625,0.0
20.753,odom,2.3059382984930363,0.029880404443295407,-0.06817350458689639,0.21987311690821087,-0.06792918508378176,,,
20.773,odom,2.310325483639341,0.029577910734741295,-0.06949401929919326,0.21988381986310723,-0.06500080110203395,,,
20.692,pixel,,,,,,772.3082885742188,486.052001953125,0.0
20.793,odom,2.3147123454728282,0.02926969291641055,-0.07079403532355696,0.21988381986310723,-0.06500080110203395,,,
20.813,odom,2.319098802911337,0.02895577236945675,-0.07209405134792346,0.2198961749296685,-0.06144716511170321,,,
20.725,pixel,,,,,,772.8011474609375,485.7520751953125,0.0
20.833,odom,2.323485079574367,0.02863625970144394,-0.07333010192452356,0.2198961749296685,-0.06144716511170321,,,
20.853,odom,2.3278709847913004,0.028311353420273695,-0.07455904522908616,0.2198961749296685,-0.06144716511170321,,,
20.758,pixel,,,,,,773.405517578125,485.43243408203125,0.0
20.873,odom,2.3322565451772914,0.027981062586343038,-0.07577056332087327,0.21990761725592925,-0.05796212254701288,,,
20.791,pixel,,,,,,773.8744506835938,485.15106201171875,0.0
20.893,odom,2.336641884316569,0.02764558901592365,-0.07692980577409522,0.21990761725592925,-0.05796212254701288,,,
20.824,pixel,,,,,,774.4466552734375,484.89825439453125,0.0
20.913,odom,2.341026831614125,0.027305032000752325,-0.07808904822732274,0.21991025746839157,-0.05712781000106725,,,
20.933,odom,2.345411433795482,0.026959421068838408,-0.07923243874222996,0.21991025746839157,-0.05712781000106725,,,
20.857,pixel,,,,,,775.0348510742188,484.6263427734375,0.0
20.953,odom,2.3497956408597656,0.026608800408688665,-0.08037499494458475,0.21991025746839157,-0.05712781000106725,,,
20.973,odom,2.3541794444586785,0.026253170775511467,-0.08151755114693679,0.21993602797101863,-0.04823244081447549,,,
20.89,pixel,,,,,,775.56591796875,484.28765869140625,0.0
20.993,odom,2.3585632987257816,0.025892778418530753,-0.08250888607323204,0.21993602797101863,-0.04823244081447549,,,
20.923000000000002,pixel,,,,,,776.1097412109375,484.010986328125,0.0
21.013,odom,2.3629468796233906,0.025528142199973944,-0.08347353489181474,0.21993602797101863,-0.04823244081447549,,,
21.033,odom,2.3673301067355923,0.025159277535594854,-0.08443818371040022,0.21993602797101863,-0.04823244081447549,,,
20.956,pixel,,,,,,776.62890625,483.74591064453125,0.0
21.053,odom,2.3717131288492825,0.024786283160415472,-0.08534675260564449,0.2199440251964934,-0.045116889515547015,,,
20.989,pixel,,,,,,777.23876953125,483.4403076171875,0.0
21.073,odom,2.376095828431051,0.024409331241533067,-0.0862490903982438,0.2199440251964934,-0.045116889515547015,,,
21.022,pixel,,,,,,777.7757568359375,483.14031982421875,0.0
21.093,odom,2.3804783213697625,0.024028469359218523,-0.0870947132684707,0.21995856919012827,-0.038815231464388464,,,
21.055,pixel,,,,,,778.3216552734375,482.8721618652344,0.0
21.113,odom,2.384860669393719,0.023644107957249836,-0.08787101790001803,0.21995856919012827,-0.038815231464388464,,,
21.133,odom,2.3892427177156614,0.023256344634371942,-0.08864732253156814,0.21995856919012827,-0.038815231464388464,,,
21.088,pixel,,,,,,778.88427734375,482.5831604003906,0.0
21.153,odom,2.3936246072659926,0.02286526444925176,-0.08935559418830617,0.21996898772094867,-0.03358192570464103,,,
21.121,pixel,,,,,,779.456787109375,482.3031921386719,0.0
21.173,odom,2.398006303282958,0.022471206700692515,-0.0900272327046314,0.21996898772094867,-0.03358192570464103,,,
21.193,odom,2.402387733647294,0.022074206125421467,-0.09069887122095385,0.21996898772094867,-0.03358192570464103,,,
21.154,pixel,,,,,,779.9964599609375,482.014892578125,0.0
21.213,odom,2.4067690366139263,0.02167435451785417,-0.09129171322841409,0.21997992970683536,-0.027015549957363973,,,
21.233,odom,2.4111502058510994,0.02127208168488188,-0.0918320242297904,0.21997992970683536,-0.027015549957363973,,,
21.187,pixel,,,,,,780.5394287109375,481.71221923828125,0.0
21.253,odom,2.4155311570963347,0.020867441716806025,-0.09237233523116394,0.21997992970683536,-0.027015549957363973,,,
21.22,pixel,,,,,,781.0859985351562,481.4264221191406,0.0
21.273,odom,2.419911952672649,0.020460476862490067,-0.09286915078931254,0.21998587208640732,-0.022666005627845664,,,
21.293,odom,2.4242926180411466,0.020051472995695124,-0.09332247090408637,0.21998587208640732,-0.022666005627845664,,,
21.313,odom,2.4286730975498605,0.019640483327264494,-0.09377579101886023,0.21998904197692837,-0.019961885537861355,,,
21.253,pixel,,,,,,781.647216796875,481.1488037109375,0.0
21.333,odom,2.4330534645908415,0.01922762044032288,-0.09417502873190761,0.21998904197692837,-0.019961885537861355,,,
21.353,odom,2.4374336664522964,0.018813008778610148,-0.09457426644491618,0.21998904197692837,-0.019961885537861355,,,
21.286,pixel,,,,,,782.1519775390625,480.8678283691406,0.0
