stamp,source,odom_x,odom_y,odom_yaw,cmd_v,cmd_w,pix_u,pix_v,pix_yaw
10.792,pixel,,,,,,571.0657958984375,619.8009643554688,0.0
10.893,odom,0.1409161696202335,0.0028290591405638753,0.03926460068028068,0.21991589115112334,0.055305501531410846,,,
10.825,pixel,,,,,,571.9672241210938,619.1529541015625,0.0
10.913,odom,0.1453110010326102,0.0030041435633185714,0.040370710713852544,0.21991589115112334,0.055305501531410846,,,
10.858,pixel,,,,,,572.828369140625,618.52490234375,0.0
10.933,odom,0.1497057363758288,0.0031840527817304167,0.04144345369808021,0.21992486393913432,0.052272133404936916,,,
10.953,odom,0.15410036079431233,0.0033685867032488253,0.042488896369118095,0.21992486393913432,0.052272133404936916,,,
10.973,odom,0.15849478989164204,0.0035577148509776777,0.043534339040153046,0.21992486393913432,0.052272133404936916,,,
10.891,pixel,,,,,,573.6990966796875,617.8914794921875,0.0
10.993,odom,0.16288910358529127,0.0037513923834036605,0.04455047933386392,0.219930374616314,0.05031864158140399,,,
11.013,odom,0.16728324742820752,0.003949498730427494,0.045556852168421695,0.219930374616314,0.05031864158140399,,,
10.924,pixel,,,,,,574.6568603515625,617.2489624023438,0.0
11.033,odom,0.17167718967714715,0.004152027123379676,0.04656322500297686,0.219930374616314,0.05031864158140399,,,
11.053,odom,0.1760710179222224,0.004358920165838028,0.047536719173045555,0.21993562372151607,0.04838460249223331,,,
10.957,pixel,,,,,,575.495849609375,616.703369140625,0.0
11.073,odom,0.18046465953975288,0.004570067644798849,0.04850441122581341,0.21993562372151607,0.04838460249223331,,,
11.093,odom,0.18485809477441345,0.004785466716309733,0.049472103278578324,0.21993719195839062,0.04779160457261607,,,
10.99,pixel,,,,,,576.4039916992188,616.0521240234375,0.0
11.113,odom,0.1892513454097665,0.005005101761011491,0.050430307364636114,0.21993719195839062,0.04779160457261607,,,
11.023,pixel,,,,,,577.2305297851562,615.4032592773438,0.0
11.133,odom,0.19364439031633862,0.005228937273551543,0.0513861394590032,0.21993719195839062,0.04779160457261607,,,
11.153,odom,0.19803725668101121,0.005456968720068907,0.052327037425228685,0.2199495943952975,0.04281356183258144,,,
11.056,pixel,,,,,,578.1402587890625,614.8104248046875,0.0
11.173,odom,0.2024301284187325,0.005688930660426794,0.05318330866478808,0.2199495943952975,0.04281356183258144,,,
11.193,odom,0.20682279992371222,0.0059246540050156195,0.054039579904345054,0.2199495943952975,0.04281356183258144,,,
11.089,pixel,,,,,,578.965087890625,614.124755859375,0.0
11.213,odom,0.21121526892814965,0.00616413832603957,0.054895452710677244,0.2199497283258449,0.04275664280062894,,,
11.122,pixel,,,,,,579.8885498046875,613.5629272460938,0.0
11.233,odom,0.21560753321590712,0.006407379855913063,0.05575058556959101,0.2199497283258449,0.04275664280062894,,,
11.253,odom,0.2199995878939385,0.006654377265910982,0.056605718428503385,0.2199497283258449,0.04275664280062894,,,
11.155,pixel,,,,,,580.7852783203125,612.951416015625,0.0
11.273,odom,0.22439156788707634,0.0069050227918931555,0.057402613481494946,0.21995704843345948,0.03952120913549376,,,
11.293,odom,0.22878336292634008,0.007159142027847225,0.058193037667099816,0.21995704843345948,0.03952120913549376,,,
11.188,pixel,,,,,,581.58837890625,612.34521484375,0.0
11.313,odom,0.23317497651242033,0.007416730518104352,0.05897355963687229,0.21996392311775637,0.03622047050695731,,,
11.221,pixel,,,,,,582.500732421875,611.7044677734375,0.0
11.333,odom,0.23756651280816732,0.0076776119173179854,0.05969796904990359,0.21996392311775637,0.03622047050695731,,,
11.254,pixel,,,,,,583.2987060546875,611.09814453125,0.0
11.353,odom,0.24195785896671848,0.007941674518032146,0.0604223784629328,0.21996392311775637,0.03622047050695731,,,
