wp_idx,x,y
0,-5.130739,-0.768182
1,-5.044499,-0.875308
2,-4.989062,-0.990647
3,-4.963434,-1.108909
4,-4.951157,-1.348136
5,-4.946732,-1.470791
6,-4.942805,-1.595984
7,-4.939407,-1.724099
8,-4.936520,-1.855565
9,-4.934025,-1.991420
10,-4.931990,-2.129303
11,-4.774773,-2.296804
12,-4.637814,-2.357977
13,-4.490518,-2.386331
14,-4.342564,-2.384708
15,-4.198394,-2.381364
16,-4.059518,-2.378329
17,-3.925887,-2.375359
18,-3.797200,-2.371984
19,-3.673178,-2.367690
20,-3.437260,-2.354146
21,-3.206726,-2.330333
22,-2.986742,-2.300163
23,-2.926991,-2.172726
24,-2.901622,-2.032212
25,-2.911314,-1.883283
26,-2.929516,-1.736025
27,-2.947355,-1.591349
28,-2.964072,-1.449035
29,-2.979803,-1.308690
30,-2.994759,-1.169940
31,-3.009141,-1.032458
32,-3.023132,-0.895894
33,-3.036911,-0.759834
34,-3.050644,-0.623866
35,-3.138975,-0.741103
36,-2.978365,-0.802506
37,-3.016704,-0.665113
38,-3.121393,-0.757336
39,-2.977952,-0.798014
40,-3.014870,-0.660474
41,-3.101740,-0.774909
42,-2.960160,-0.804233
43,-3.000000,-0.750000
