point_idx,x,y,theta
0,-5.247595,-0.741489,0.000000
1,-5.198535,-0.741489,-0.222640
2,-5.162266,-0.749700,-0.445748
3,-5.141651,-0.759550,-0.669232
4,-5.130739,-0.768182,-0.892993
5,-5.044499,-0.875308,-1.122758
6,-4.989062,-0.990647,-1.357385
7,-4.963434,-1.108909,-1.509796
8,-4.956180,-1.227665,-1.529124
9,-4.951157,-1.348136,-1.534733
10,-4.946732,-1.470791,-1.539437
11,-4.942805,-1.595984,-1.544284
12,-4.939407,-1.724099,-1.548840
13,-4.936520,-1.855565,-1.552430
14,-4.934025,-1.991420,-1.556044
15,-4.931990,-2.129303,-1.565234
16,-4.931948,-2.136979,-1.335913
17,-4.927355,-2.156171,-1.106904
18,-4.914763,-2.181340,-0.878152
19,-4.894230,-2.206085,-0.649509
20,-4.774773,-2.296804,-0.420064
21,-4.637814,-2.357977,-0.190169
22,-4.490518,-2.386331,0.010967
23,-4.342564,-2.384708,0.023188
24,-4.198394,-2.381364,0.021851
25,-4.059518,-2.378329,0.022222
26,-3.925887,-2.375359,0.026223
27,-3.797200,-2.371984,0.034604
28,-3.673178,-2.367690,0.047989
29,-3.553393,-2.361938,0.066995
30,-3.437260,-2.354146,0.091759
31,-3.320223,-2.343376,0.114423
32,-3.206726,-2.330333,0.130894
33,-3.095685,-2.315714,0.141792
34,-2.986742,-2.300163,0.147725
35,-2.986742,-2.300163,0.397488
36,-2.986700,-2.300145,0.647252
37,-2.985611,-2.299322,0.897016
38,-2.982220,-2.295074,1.146776
39,-2.926991,-2.172726,1.392172
40,-2.901622,-2.032212,1.635787
41,-2.911314,-1.883283,1.693775
42,-2.929516,-1.736025,1.693479
43,-2.947355,-1.591349,1.687730
44,-2.964072,-1.449035,1.682415
45,-2.979803,-1.308690,1.678178
46,-2.994759,-1.169940,1.675026
47,-3.009141,-1.032458,1.672892
48,-3.023132,-0.895894,1.671717
49,-3.036911,-0.759834,1.671463
50,-3.050644,-0.623866,1.672111
51,-3.050968,-0.620679,1.921410
52,-3.051784,-0.618448,2.170712
53,-3.053039,-0.616614,2.420018
54,-3.054126,-0.615657,2.669331
55,-3.054811,-0.615307,2.918649
56,-3.055606,-0.615127,-3.115212
57,-3.058978,-0.615216,-2.865886
58,-3.059996,-0.615504,-2.616558
59,-3.062881,-0.617175,-2.367229
60,-3.064383,-0.618645,-2.117896
61,-3.138975,-0.741103,-1.868761
62,-3.140657,-0.746579,-1.619624
63,-3.141045,-0.754529,-1.370497
64,-3.139204,-0.763600,-1.121393
65,-3.135036,-0.772241,-0.872318
66,-3.129351,-0.779011,-0.623274
67,-3.123625,-0.783127,-0.374257
68,-3.119549,-0.784728,-0.125261
69,-2.978365,-0.802506,0.124425
70,-2.978097,-0.802473,0.374115
71,-2.977841,-0.802372,0.623805
72,-2.977681,-0.802257,0.873493
73,-2.977197,-0.801679,1.123177
74,-2.976312,-0.799835,1.372856
75,-2.975899,-0.797778,1.622533
76,-2.975987,-0.796085,1.872206
77,-3.016704,-0.665113,2.122100
78,-3.016992,-0.664644,2.371994
79,-3.017118,-0.664521,2.621890
80,-3.017193,-0.664479,2.871788
81,-3.017418,-0.664416,3.121689
82,-3.017490,-0.664415,-2.911593
83,-3.017533,-0.664425,-2.661688
84,-3.017533,-0.664425,-2.411782
85,-3.121393,-0.757336,-2.162322
86,-3.122320,-0.758716,-1.912859
87,-3.122821,-0.760123,-1.663398
88,-3.123115,-0.763296,-1.413943
89,-3.122430,-0.767632,-1.164497
90,-3.120750,-0.771536,-0.915057
91,-3.118969,-0.773851,-0.665621
92,-3.118334,-0.774350,-0.416188
93,-3.118205,-0.774406,-0.166756
94,-2.977952,-0.798014,0.083244
95,-2.977949,-0.798014,0.333244
96,-2.977946,-0.798013,0.583244
97,-2.977946,-0.798013,0.833244
98,-2.977946,-0.798013,1.083244
99,-2.977946,-0.798013,1.333244
100,-2.977946,-0.798013,1.583244
101,-2.977947,-0.797913,1.833244
102,-3.014870,-0.660474,2.083065
103,-3.015094,-0.660076,2.332883
104,-3.015571,-0.659576,2.582700
105,-3.016137,-0.659222,2.832517
106,-3.016568,-0.659084,3.082338
107,-3.016953,-0.659061,-2.951025
108,-3.017171,-0.659103,-2.701200
109,-3.017171,-0.659103,-2.451375
110,-3.017171,-0.659103,-2.201548
111,-3.101740,-0.774909,-1.951684
112,-3.101740,-0.774909,-1.701821
113,-3.101740,-0.774909,-1.451960
114,-3.101740,-0.774909,-1.202099
115,-3.101661,-0.775112,-0.952238
116,-3.101623,-0.775166,-0.702377
117,-3.101623,-0.775166,-0.452517
118,-3.101623,-0.775166,-0.202656
119,-2.960160,-0.804233,0.047344
120,-2.960160,-0.804233,0.297344
