stamp,x,y,yaw,cov_x,cov_y,cov_yaw,cmd_v,cmd_w,goal_x,goal_y,goal_dist,plan_points,plan_length,efe_total,efe_risk,efe_ambiguity,efe_control,efe_boundary,efe_visibility,seed
0.196,-3.9999999999959326,1.107958935620287e-14,-4.891645064543008e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.084,-3.9999999999959326,1.107958935620287e-14,-4.8916449685548575e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.084,-3.9999999999959326,1.107958935620287e-14,-4.8916449685548575e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.263,-3.9999999999959326,1.107958935620287e-14,-4.891644960652458e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.263,-3.9999999999959326,1.107958935620287e-14,-4.891644960652458e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.147,-3.9999999999959326,1.107958935620287e-14,-4.891644963707322e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.147,-3.9999999999959326,1.107958935620287e-14,-4.891644963707322e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.147,-3.9999999999959326,1.107958935620287e-14,-4.891644963707322e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.35200000000000004,-3.9999999999959326,1.107958935620287e-14,-4.891644928082354e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.245,-3.9999999999959326,1.107958935620287e-14,-4.891644920824516e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.397,-3.9999999999959326,1.107958935620287e-14,-4.8916449018701285e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.294,-3.9999999999959326,1.107958935620287e-14,-4.891644906407995e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.307,-3.9999999999959326,1.107958935620287e-14,-4.891644893761799e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.49700000000000005,-3.9999999999959326,1.107958935620287e-14,-4.891644872271661e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.396,-3.9999999999959326,1.107958935620287e-14,-4.891644869873072e-12,0.0,0.0,1e-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.562,-3.9999999999959326,1.107958935620287e-14,-4.891644849722933e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.626,-3.9999999999959326,1.107958935620287e-14,-4.891644844352321e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.683,-3.9999999999959326,1.107958935620287e-14,-4.891644830998509e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.7270000000000001,-3.9999999999959326,1.107958935620287e-14,-4.891644823449599e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.7270000000000001,-3.9999999999959326,1.107958935620287e-14,-4.891644823449599e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.782,-3.9999999999959326,1.107958935620287e-14,-4.891644785600376e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.782,-3.9999999999959326,1.107958935620287e-14,-4.891644785600376e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.745,-3.9999999999959326,1.107958935620287e-14,-4.891644780136968e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.818,-3.9999999999959326,1.107958935620287e-14,-4.891644765627754e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.818,-3.9999999999959326,1.107958935620287e-14,-4.891644765627754e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.863,-3.9999999999959326,1.107958935620287e-14,-4.8916447623855884e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.886,-3.9999999999959326,1.107958935620287e-14,-4.8916447549479495e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.886,-3.9999999999959326,1.107958935620287e-14,-4.8916447549479495e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.886,-3.9999999999959326,1.107958935620287e-14,-4.8916447549479495e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
343.886,-3.9999999999959326,1.107958935620287e-14,-4.8916447549479495e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.024,-3.9999999999959326,1.107958935620287e-14,-4.891644720674336e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.024,-3.9999999999959326,1.107958935620287e-14,-4.891644694854089e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.057,-3.9999999999959326,1.107958935620287e-14,-4.891644676417625e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,4.242640687116417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
