condition,run,outcome,path_m,min_obs_m,mean_err_m,solve_mean_ms,solve_median_ms,solve_p90_ms,solve_max_ms,optimizer_success_fraction,iteration_limit_fraction
C1,/home/joostleliveld/Thesis/UnembodiedNavigation/logs/visibility_comparison/f29_r01_timing_smoke_v2/F24_R01_a4_lower_to_a3_mid/C1/seed1/experiment_20260529_093120,collision,4.700625263202075,-0.03896458259207103,0.3081578637565074,1214.6865631465191,1122.2941000014544,1655.1760230213404,1952.3943869862703,0.07476635514018691,0.3037383177570093
C2,/home/joostleliveld/Thesis/UnembodiedNavigation/logs/visibility_comparison/f29_r01_timing_smoke_v2/F24_R01_a4_lower_to_a3_mid/C2/seed1/experiment_20260529_093306,collision,7.023216986833193,-0.005250243665104293,0.40239977302744895,1328.8404421420098,1344.0129734226502,1690.6095190206545,2063.1082149920985,0.10410094637223975,0.3438485804416404
