diag_stamp,log_stamp,detected,true_available,true_x,true_y,true_yaw,state_available,state_x,state_y,state_yaw,state_pos_error,state_yaw_error_deg,obs_u,obs_v,obs_yaw,obs_yaw_error_deg,pixel_pose_available,pixel_pose_stamp,pixel_pose_u,pixel_pose_v,pixel_pose_yaw,pixel_pose_age_s,u_red,v_red,red_area_px,u_blue,v_blue,blue_area_px,separation_px,border_margin_px,seed
6.228,0.0,1,0,nan,nan,nan,1,-4.99999999999593,2.4000000000000123,-4.891721593212584e-12,nan,nan,125.98269624522268,319.6989517684045,-4.891721593212584e-12,nan,1,6.248,125.98269624522268,319.6989517684045,-4.891721596154774e-12,0.0,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.248,0.0,1,0,nan,nan,nan,1,-4.99999999999593,2.4000000000000123,-4.891721596154774e-12,nan,nan,125.98269624522268,319.6989517684045,-4.891721596154774e-12,nan,1,6.269,125.98269624522268,319.6989517684045,-4.891721604021208e-12,0.0,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.268,0.0,1,0,nan,nan,nan,1,-4.99999999999593,2.4000000000000123,-4.891721604021208e-12,nan,nan,125.98269624522268,319.6989517684045,-4.891721604021208e-12,nan,1,6.269,125.98269624522268,319.6989517684045,-4.891721604021208e-12,0.0,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.288,6.295000000000001,1,0,nan,nan,nan,1,-4.99999999999593,2.4000000000000123,-4.891721604021208e-12,nan,nan,125.98269624522268,319.6989517684045,-4.891721613319509e-12,nan,1,6.295,125.98269624522268,319.6989517684045,-4.891721613319509e-12,8.881784197001252e-16,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.308,6.3100000000000005,1,1,-4.999999999995931,2.4,-4.89172161652558e-12,1,-4.99999999999593,2.4000000000000123,-4.891721613319509e-12,1.246617817651181e-14,1.836943065866686e-19,125.98269624522268,319.6989517684045,-4.89172161652558e-12,0.0,1,6.31,125.98269624522268,319.6989517684045,-4.89172161652558e-12,8.881784197001252e-16,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.328,6.329000000000001,1,1,-4.999999999995931,2.4,-4.891721601518702e-12,1,-4.99999999999593,2.4000000000000123,-4.89172161652558e-12,1.246617817651181e-14,-8.598307665477747e-19,125.98269624522268,319.6989517684045,-4.891721601518702e-12,0.0,1,6.328,125.98269624522268,319.6989517684045,-4.891721601518702e-12,0.001000000000000334,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.348,6.355,1,1,-4.999999999995931,2.4,-4.89172159572103e-12,1,-4.99999999999593,2.4000000000000123,-4.891721601518702e-12,1.246617817651181e-14,-3.3218212255683476e-19,125.98269624522268,319.6989517684045,-4.89172159572103e-12,0.0,1,6.35,125.98269624522268,319.6989517684045,-4.89172159572103e-12,0.005000000000000782,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.368,6.37,1,1,-4.999999999995931,2.4,-4.891721590141434e-12,1,-4.99999999999593,2.4000000000000123,-4.891721590141434e-12,1.246617817651181e-14,0.0,125.98269624522268,319.6989517684045,-4.891721590141434e-12,0.0,1,6.369,125.98269624522268,319.6989517684045,-4.891721590141434e-12,0.001000000000000334,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.388,6.392,1,1,-4.999999999995931,2.4,-4.891721588653183e-12,1,-4.99999999999593,2.4000000000000123,-4.891721590141434e-12,1.246617817651181e-14,-8.527052423260776e-20,125.98269624522268,319.6989517684045,-4.891721588653183e-12,0.0,1,6.391,125.98269624522268,319.6989517684045,-4.891721588653183e-12,0.001000000000000334,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.408,6.418,1,1,-4.999999999995931,2.4,-4.891721584718048e-12,1,-4.99999999999593,2.4000000000000123,-4.891721588653183e-12,1.246617817651181e-14,-2.2546661914554635e-19,125.98269624522268,319.6989517684045,-4.891721584718048e-12,0.0,1,6.413,125.98269624522268,319.6989517684045,-4.891721584718048e-12,0.004999999999999893,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
