plan_stamp,point_idx,x,y
61.952,0,3.2556998008434714,-1.0056268012079217
61.952,1,3.2556998008434714,-1.0056268012079217
61.952,2,3.2556998008434714,-1.0056268012079217
61.952,3,3.2556998008434714,-1.0056268012079217
61.952,4,3.2556998008434714,-1.0056268012079217
61.952,5,3.293269221494705,-0.9471158952748812
61.952,6,3.340567575853995,-0.8047682023715432
61.952,7,3.3513631907346393,-0.655157191081101
61.952,8,3.332683328695296,-0.506324860070023
61.952,9,3.3043280178803958,-0.35902931923938414
61.952,10,3.2702351643397187,-0.2129551006467319
61.952,11,3.232717952757947,-0.06772267026312725
61.952,12,3.1936849263719047,0.07710972546084932
61.952,13,3.154864753649554,0.22199931856472574
61.952,14,3.1171814257555224,0.36718873553039466
61.952,15,3.0811349278692655,0.5127931653741877
61.952,16,3.0468601150563,0.6588247962170849
61.952,17,3.0141521192814045,0.8052153253246381
61.952,18,2.9824862321429455,0.9518348042206375
61.952,19,2.9510351918248223,1.0985005195835258
61.952,20,2.9186860523219313,1.2449707663008114
61.952,21,2.8840588690748654,1.3909192441290303
61.952,22,2.846474343524494,1.5329353641969183
61.952,23,2.824983784333741,1.6116378811643166
61.952,24,2.781858062493325,1.688651070094499
61.952,25,2.7224561557044984,1.7516864907183427
61.952,26,2.657177387442113,1.7937336981314733
61.952,27,2.5153168335222427,1.8424736534202046
61.952,28,2.365931939488673,1.856043967881524
61.952,29,2.2176216963491577,1.833592424952409
61.952,30,2.0829198489444773,1.8088176426103417
61.952,31,1.935493804391565,1.7811488625959875
61.952,32,1.7961139884014696,1.7546072612717405
61.952,33,1.6676257137169794,1.7297134678671182
61.952,34,1.5491257953992288,1.7063404910383344
61.952,35,1.4395936854813214,1.6843817975725388
61.952,36,1.337943275137278,1.6637354087931462
61.952,37,1.2431044490158576,1.644303024415128
61.952,38,1.1536256732027124,1.6258987020525413
61.952,39,1.068232251970921,1.6083892416952812
61.952,40,0.9854214115826242,1.591581694923788
61.952,41,0.903584593598214,1.5752572036072694
61.952,42,0.8209928134531007,1.5591791555488415
61.952,43,0.8193939924695919,1.5592695053397687
61.952,44,0.8175693692529306,1.559844287393538
61.952,45,0.8164571637772766,1.5605321747117669
61.952,46,0.8163198856135261,1.5606742696723328
61.952,47,0.8155523447674441,1.5620165963416275
61.952,48,0.8142603795565853,1.5666721229065346
61.952,49,0.8140289053199048,1.5771876763663968
61.952,50,0.8140289053199048,1.5771876763663968
61.952,51,0.8169484580182454,1.582860496077191
61.952,52,0.9138345419894742,1.6924493828721057
61.952,53,0.9254782521074522,1.7003667117482626
61.952,54,0.9406577758572781,1.7058589731634346
61.952,55,0.957469235196595,1.70749763892967
61.952,56,0.9733868965286812,1.7050457618869757
61.952,57,0.9863181871924506,1.699535252754589
61.952,58,0.9950689294229053,1.6928436865272727
61.952,59,1.0810090136167214,1.5839130474964616
61.952,60,1.083280183493153,1.578799308288243
61.952,61,1.0848066426861442,1.5697968379100093
61.952,62,1.0839247142273105,1.5590706545035902
61.952,63,1.0830007702833007,1.5563910258959355
61.952,64,1.0830007702833007,1.5563910258959355
61.952,65,1.0830007702833007,1.5563910258959355
61.952,66,1.0815240384985187,1.5556057074133909
61.952,67,1.080230939197813,1.5552909649498488
61.952,68,0.9610127676211535,1.5566311712526626
61.952,69,0.958050812747875,1.5574220621136603
61.952,70,0.9564974450105805,1.5582921313547158
61.952,71,0.9536243822854822,1.5610239202721747
61.952,72,0.9507098584723246,1.5656624214791535
61.952,73,0.9481020961458302,1.5737648093462029
61.952,74,0.9478404986263052,1.5779960983863934
61.952,75,0.9484794019793376,1.5813558448138292
61.952,76,1.0028284319937457,1.6975169373746029
61.952,77,1.0043711325597133,1.6993952036479925
61.952,78,1.0059348181119312,1.7005429344957221
61.952,79,1.0069596880240508,1.7009560599496827
61.952,80,1.0069596880240508,1.7009560599496827
61.952,81,1.0069596880240508,1.7009560599496827
61.952,82,1.0069596880240508,1.7009560599496827
61.952,83,1.0069596880240508,1.7009560599496827
61.952,84,1.0069596880240508,1.7009560599496827
61.952,85,1.0630795475525292,1.585947880309532
61.952,86,1.0630795475525292,1.585947880309532
61.952,87,1.0630795475525292,1.585947880309532
61.952,88,1.0630795475525292,1.585947880309532
61.952,89,1.0629106431693967,1.5856697688044306
61.952,90,1.0629106431693967,1.5856697688044306
61.952,91,1.06129851237203,1.5847358757502543
61.952,92,1.06129851237203,1.5847358757502543
61.952,93,1.06129851237203,1.5847358757502543
61.952,94,0.9389215143798869,1.612708394109869
61.952,95,0.9389035879957738,1.6127175912987315
61.952,96,0.9389035879957738,1.6127175912987315
61.952,97,0.9368140931942724,1.6157836092373863
61.952,98,0.935428720382556,1.6195914142359047
61.952,99,0.9350330405327939,1.6235491414258088
61.952,100,0.9354526347336505,1.6263309699916952
61.952,101,0.9368925007963667,1.6297448609092722
61.952,102,0.9372273417760535,1.6301865866454073
61.952,103,1.029405812823558,1.703613209107873
61.952,104,1.029405812823558,1.703613209107873
61.952,105,1.029405812823558,1.703613209107873
61.952,106,1.029405812823558,1.703613209107873
61.952,107,1.029405812823558,1.703613209107873
61.952,108,1.029405812823558,1.703613209107873
61.952,109,1.029405812823558,1.703613209107873
61.952,110,1.029405812823558,1.703613209107873
61.952,111,1.029405812823558,1.703613209107873
61.952,112,1.028535768333311,1.5709374034386494
61.952,113,1.028535768333311,1.5709374034386494
61.952,114,1.028535768333311,1.5709374034386494
61.952,115,1.0281983619704194,1.5705799513947596
61.952,116,1.0257018337349237,1.5689999731726267
61.952,117,1.0216239998744179,1.5676746462881332
61.952,118,1.0170034784168758,1.5673774208157931
61.952,119,1.0131415124492102,1.5681031918351618
61.952,120,1.0110768875002885,1.5690645072437448
