point_idx,x,y,theta
0,3.311814,-1.004245,-0.000000
1,3.311814,-1.004245,0.250000
2,3.311814,-1.004245,0.500000
3,3.311814,-1.004245,0.750000
4,3.311814,-1.004245,1.000000
5,3.311814,-1.004245,1.250000
6,3.346070,-0.901148,1.500000
7,3.356680,-0.751524,1.750000
8,3.329944,-0.603926,1.844217
9,3.289440,-0.459498,1.863957
10,3.246093,-0.315898,1.856856
11,3.203892,-0.172422,1.836793
12,3.164681,-0.028503,1.812369
13,3.129080,0.115993,1.788334
14,3.097029,0.260997,1.766479
15,3.068230,0.406287,1.749084
16,3.042014,0.551766,1.738382
17,3.017458,0.696920,1.736568
18,2.993276,0.841455,1.744484
19,2.968071,0.985110,1.762803
20,2.940380,1.127552,1.794673
21,2.908351,1.268222,1.842176
22,2.868953,1.409816,1.849722
23,2.849097,1.479148,2.092318
24,2.789011,1.583720,2.326098
25,2.687195,1.691857,2.552469
26,2.562480,1.775202,2.773550
27,2.422525,1.829171,2.989556
28,2.274256,1.851888,-3.079045
29,2.124549,1.842512,-3.082116
30,1.974814,1.833596,-3.100473
31,1.824941,1.827430,-3.114800
32,1.674995,1.823412,-3.124883
33,1.525016,1.820905,-3.130834
34,1.375024,1.819292,-3.132447
35,1.225031,1.817920,-3.130107
36,1.075041,1.816197,-3.124119
37,0.925063,1.813576,-3.114715
38,0.775118,1.809545,-3.102069
39,0.625235,1.803618,-3.086305
40,0.475464,1.795329,-3.067526
41,0.325875,1.784229,-3.045812
42,0.184241,1.770622,-3.021243
43,0.045194,1.753806,-2.993902
44,-0.083227,1.734700,-2.964744
45,-0.201661,1.713534,-2.934931
46,-0.310810,1.690651,-2.905808
47,-0.411453,1.666471,-2.878871
48,-0.504462,1.641457,-2.855759
49,-0.590804,1.616083,-2.838215
50,-0.671597,1.590792,-2.827917
51,-0.747500,1.566170,-2.826310
52,-0.816681,1.543605,-2.828909
53,-0.889757,1.519981,-2.831706
54,-0.961713,1.496940,-2.834670
55,-1.033864,1.474073,-3.014575
56,-1.041629,1.473081,3.019145
57,-1.050381,1.474158,2.769669
58,-1.058945,1.477499,2.520191
59,-1.066161,1.482666,2.270717
60,-1.073362,1.491217,2.021248
61,-1.127400,1.602955,1.777338
62,-1.128465,1.608037,1.533544
63,-1.127728,1.627814,1.289925
64,-1.119015,1.658016,1.046455
65,-1.099290,1.692123,0.803142
66,-1.068980,1.723528,0.559974
67,-1.031475,1.747040,0.316928
68,-0.992046,1.759972,0.073978
69,-0.956394,1.762614,-0.168901
70,-0.929231,1.757982,-0.411730
71,-0.815534,1.708332,-0.659919
72,-0.809007,1.703267,-0.908121
73,-0.805312,1.698533,-1.156323
74,-0.804824,1.697422,-1.404542
75,-0.804685,1.696596,-1.652794
76,-0.804831,1.694822,-1.901042
77,-0.839601,1.593392,-2.150259
78,-0.841753,1.590103,-2.399472
79,-0.853966,1.578904,-2.648661
80,-0.866854,1.571981,-2.897835
81,-0.877420,1.569353,3.136185
82,-0.889069,1.569416,2.887026
83,-0.900198,1.572312,2.637870
84,-0.914259,1.580062,2.388711
85,-0.924545,1.589699,2.139545
86,-0.995750,1.701096,1.889586
87,-0.998358,1.708999,1.639628
88,-0.998678,1.713639,1.389670
89,-0.998587,1.714139,1.139711
90,-0.998038,1.715332,0.889745
91,-0.997947,1.715444,0.639771
92,-0.997947,1.715444,0.389797
93,-0.997947,1.715444,0.139828
94,-0.871854,1.733191,-0.110090
95,-0.870962,1.733092,-0.359962
96,-0.868062,1.732001,-0.609784
97,-0.865632,1.730303,-0.859563
98,-0.862506,1.726675,-1.109314
99,-0.860427,1.722495,-1.359056
100,-0.859864,1.719873,-1.608801
101,-0.859870,1.719696,-1.858554
102,-0.859904,1.719582,-2.108315
103,-0.930160,1.601716,-2.358315
104,-0.930427,1.601450,-2.608315
105,-0.930605,1.601345,-2.858315
106,-0.930954,1.601243,-3.108315
107,-0.931364,1.601230,2.924870
108,-0.931716,1.601307,2.674870
109,-0.931922,1.601411,2.424870
110,-0.931963,1.601446,2.174870
111,-1.010155,1.714746,1.924870
112,-1.010155,1.714746,1.674870
113,-1.010172,1.714912,1.424870
114,-1.010119,1.715274,1.174870
115,-1.009997,1.715566,0.924870
116,-1.009271,1.716529,0.674870
117,-1.008284,1.717319,0.424870
118,-1.007809,1.717533,0.174870
119,-1.007794,1.717536,-0.075130
120,-0.860567,1.706454,-0.325130
