wp_idx,x,y
0,3.356680,-0.751524
1,3.329944,-0.603926
2,3.289440,-0.459498
3,3.246093,-0.315898
4,3.203892,-0.172422
5,3.164681,-0.028503
6,3.129080,0.115993
7,3.097029,0.260997
8,3.068230,0.406287
9,3.042014,0.551766
10,3.017458,0.696920
11,2.993276,0.841455
12,2.968071,0.985110
13,2.940380,1.127552
14,2.908351,1.268222
15,2.868953,1.409816
16,2.789011,1.583720
17,2.687195,1.691857
18,2.562480,1.775202
19,2.422525,1.829171
20,2.274256,1.851888
21,2.124549,1.842512
22,1.974814,1.833596
23,1.824941,1.827430
24,1.674995,1.823412
25,1.525016,1.820905
26,1.375024,1.819292
27,1.225031,1.817920
28,1.075041,1.816197
29,0.925063,1.813576
30,0.775118,1.809545
31,0.625235,1.803618
32,0.475464,1.795329
33,0.325875,1.784229
34,0.184241,1.770622
35,0.045194,1.753806
36,-0.083227,1.734700
37,-0.201661,1.713534
38,-0.411453,1.666471
39,-0.590804,1.616083
40,-0.747500,1.566170
41,-0.889757,1.519981
42,-1.033864,1.474073
43,-1.127400,1.602955
44,-1.068980,1.723528
45,-0.956394,1.762614
46,-0.815534,1.708332
47,-0.839601,1.593392
48,-0.995750,1.701096
49,-0.871854,1.733191
50,-0.930160,1.601716
51,-1.010155,1.714746
52,-0.860567,1.706454
53,-1.000000,1.750000
