wp_idx,x,y
0,-5.120081,-0.741489
1,-4.955486,-0.860119
2,-4.919512,-0.989744
3,-4.927022,-1.142738
4,-4.941885,-1.340321
5,-4.949934,-1.460767
6,-4.956114,-1.600020
7,-4.957766,-1.749988
8,-4.956835,-1.899415
9,-4.929937,-2.074172
10,-4.859211,-2.206451
11,-4.757958,-2.317121
12,-4.633096,-2.398894
13,-4.491469,-2.447379
14,-4.341948,-2.459344
15,-4.192867,-2.442761
16,-4.043775,-2.426277
17,-3.894559,-2.410966
18,-3.745428,-2.395230
19,-3.596566,-2.376789
20,-3.466651,-2.355837
21,-3.273363,-2.305400
22,-3.116817,-2.229626
23,-3.007632,-2.159968
24,-2.927703,-1.964344
25,-2.919352,-1.814577
26,-2.939884,-1.675413
27,-2.979205,-1.411630
28,-2.993899,-1.269154
29,-3.004177,-1.137427
30,-3.011467,-1.014516
31,-3.021205,-0.787183
32,-3.029408,-0.570778
33,-3.132743,-0.674729
34,-3.080972,-0.770002
35,-2.951706,-0.792940
36,-2.951224,-0.676478
37,-3.065398,-0.741439
38,-2.955150,-0.799777
39,-2.971935,-0.674279
40,-3.077367,-0.752172
41,-2.960093,-0.786384
42,-3.000000,-0.750000
