point_idx,x,y,theta
0,-5.247595,-0.741489,0.000000
1,-5.120081,-0.741489,-0.230046
2,-5.045340,-0.758993,-0.463134
3,-5.021647,-0.770824,-0.697905
4,-5.021601,-0.770863,-0.933252
5,-4.955486,-0.860119,-1.182049
6,-4.928410,-0.926223,-1.431619
7,-4.919512,-0.989744,-1.603421
8,-4.921852,-1.061440,-1.634305
9,-4.927022,-1.142738,-1.645055
10,-4.933890,-1.235056,-1.646605
11,-4.941885,-1.340321,-1.637518
12,-4.949934,-1.460767,-1.615151
13,-4.956114,-1.600020,-1.581808
14,-4.957766,-1.749988,-1.564568
15,-4.956835,-1.899415,-1.579776
16,-4.957401,-1.962431,-1.329788
17,-4.929937,-2.074172,-1.079799
18,-4.859211,-2.206451,-0.829806
19,-4.757958,-2.317121,-0.579815
20,-4.633096,-2.398894,-0.329837
21,-4.491469,-2.447379,-0.079850
22,-4.341948,-2.459344,0.110780
23,-4.192867,-2.442761,0.110111
24,-4.043775,-2.426277,0.102254
25,-3.894559,-2.410966,0.105126
26,-3.745428,-2.395230,0.123251
27,-3.596566,-2.376789,0.159901
28,-3.466651,-2.355837,0.218131
29,-3.359096,-2.331997,0.300810
30,-3.273363,-2.305400,0.409924
31,-3.187852,-2.268242,0.497929
32,-3.116817,-2.229626,0.554705
33,-3.057453,-2.192845,0.583302
34,-3.007632,-2.159968,0.586629
35,-2.997987,-2.153557,0.766184
36,-2.987048,-2.143030,0.945698
37,-2.976354,-2.128212,1.125099
38,-2.967200,-2.109051,1.304339
39,-2.927703,-1.964344,1.515100
40,-2.919352,-1.814577,1.717276
41,-2.939884,-1.675413,1.736779
42,-2.959240,-1.559871,1.704670
43,-2.979205,-1.411630,1.673562
44,-2.993899,-1.269154,1.648662
45,-3.004177,-1.137427,1.630041
46,-3.011467,-1.014516,1.617238
47,-3.016861,-0.898446,1.609819
48,-3.021205,-0.787183,1.607453
49,-3.025185,-0.678656,1.609924
50,-3.029408,-0.570778,1.617126
51,-3.029576,-0.567152,1.867029
52,-3.030433,-0.564345,2.117026
53,-3.031859,-0.561999,2.367012
54,-3.031859,-0.561999,2.617005
55,-3.033582,-0.561002,2.867001
56,-3.036088,-0.560296,3.116992
57,-3.043257,-0.560120,-2.916196
58,-3.047825,-0.561167,-2.666204
59,-3.049985,-0.562279,-2.416204
60,-3.066465,-0.576891,-2.166207
61,-3.132743,-0.674729,-1.919040
62,-3.134756,-0.680274,-1.670359
63,-3.136491,-0.697647,-1.421543
64,-3.133326,-0.718697,-1.172268
65,-3.125137,-0.738145,-0.923095
66,-3.114580,-0.752099,-0.673959
67,-3.106783,-0.758326,-0.424807
68,-3.080972,-0.770002,-0.175618
69,-2.951706,-0.792940,0.074123
70,-2.941644,-0.792192,0.323926
71,-2.925758,-0.786859,0.573847
72,-2.925758,-0.786859,0.823847
73,-2.925065,-0.786111,1.073824
74,-2.924686,-0.785412,1.323767
75,-2.924196,-0.783468,1.573709
76,-2.924203,-0.781057,1.823649
77,-2.951224,-0.676478,2.073276
78,-2.952581,-0.674010,2.323000
79,-2.954490,-0.671969,2.572686
80,-2.957910,-0.669782,2.822356
81,-2.961597,-0.668564,3.072065
82,-2.967887,-0.668126,-2.961413
83,-2.973132,-0.669081,-2.711717
84,-2.979376,-0.671944,-2.462071
85,-3.065398,-0.741439,-2.212581
86,-3.074622,-0.753780,-1.963259
87,-3.074655,-0.753861,-1.714165
88,-3.075089,-0.756871,-1.465279
89,-3.074355,-0.763809,-1.216531
90,-3.072428,-0.769018,-0.967839
91,-3.072406,-0.769049,-0.719148
92,-3.066634,-0.774103,-0.470415
93,-3.064692,-0.775091,-0.221658
94,-2.955150,-0.799777,0.028060
95,-2.954514,-0.799759,0.277783
96,-2.954514,-0.799759,0.527469
97,-2.954514,-0.799759,0.776822
98,-2.950229,-0.795547,1.026822
99,-2.948073,-0.791983,1.276822
100,-2.947799,-0.791077,1.526822
101,-2.947751,-0.789994,1.776822
102,-2.971935,-0.674279,2.026821
103,-2.973229,-0.671641,2.276784
104,-2.978894,-0.664996,2.526728
105,-2.981958,-0.662832,2.776672
106,-2.984493,-0.661864,3.026622
107,-2.989609,-0.661273,-3.006606
108,-3.001421,-0.662877,-2.756640
109,-3.005701,-0.664611,-2.506672
110,-3.005701,-0.664611,-2.256705
111,-3.077367,-0.752172,-2.007336
112,-3.077367,-0.752172,-1.757965
113,-3.077367,-0.752172,-1.508599
114,-3.077367,-0.752172,-1.259268
115,-3.076956,-0.753447,-1.009963
116,-3.075757,-0.755356,-0.760673
117,-3.075757,-0.755356,-0.511382
118,-3.075757,-0.755356,-0.262090
119,-2.960093,-0.786384,-0.012090
120,-2.960093,-0.786384,0.237910
