plan_stamp,point_idx,x,y
34.697,0,-5.274254517707325,-0.7364833574657437
34.697,1,-5.211158669230719,-0.7364833574657437
34.697,2,-5.167262790819522,-0.7461499304135336
34.697,3,-5.143336271419854,-0.7572524838625141
34.697,4,-5.141853380043497,-0.7583862988632485
34.697,5,-5.0490919944465515,-0.868606337063978
34.697,6,-4.992194798050566,-0.9800663829787196
34.697,7,-4.96511871654814,-1.0924028371955123
34.697,8,-4.955450660584865,-1.2049755705431258
34.697,9,-4.947401786410308,-1.3212257096201843
34.697,10,-4.939674953699599,-1.4418538568611219
34.697,11,-4.93252284415966,-1.5672403748866275
34.697,12,-4.926380692554925,-1.6977622896865325
34.697,13,-4.921684949173491,-1.8338268681504317
34.697,14,-4.918818916816597,-1.976617988747855
34.697,15,-4.91858856501442,-2.1232724282118016
34.697,16,-4.918981287381156,-2.139583171370204
34.697,17,-4.91484282084045,-2.1593334783786493
34.697,18,-4.903072570919126,-2.184530076650619
34.697,19,-4.884200012616754,-2.208480152650208
34.697,20,-4.779166466825007,-2.292213623920276
34.697,21,-4.65292382457333,-2.3517424308644066
34.697,22,-4.5071523464062695,-2.3820889117894124
34.697,23,-4.357159936099563,-2.3835978353742218
34.697,24,-4.211790930551088,-2.383819931502217
34.697,25,-4.071746984862676,-2.383882610575922
34.697,26,-3.9368648804095345,-2.382790518990489
34.697,27,-3.8071456004296502,-2.3793883750513336
34.697,28,-3.6827319447042077,-2.3725461301511395
34.697,29,-3.5639463890536107,-2.3612092462533343
34.697,30,-3.4497821587325492,-2.3442212945715375
34.697,31,-3.327250840161698,-2.317860919401056
34.697,32,-3.2159512956492997,-2.286849783296525
34.697,33,-3.107889193015607,-2.2522972958931287
34.697,34,-3.0030867731312303,-2.2168489465932524
34.697,35,-3.002234181439543,-2.2165637203763104
34.697,36,-2.991768147253389,-2.209988962591828
34.697,37,-2.9757119986762977,-2.1934857992837986
34.697,38,-2.951640859808533,-2.152727586140488
34.697,39,-2.907915718971278,-2.009242004778589
34.697,40,-2.8973244397266185,-1.8596163893113113
34.697,41,-2.9184403011689546,-1.7111100918167335
34.697,42,-2.938861479721228,-1.5625066750776282
34.697,43,-2.9553548139910153,-1.413416199443988
34.697,44,-2.9685543703986133,-1.2639980890602642
34.697,45,-2.9790287638100414,-1.1143642456869731
34.697,46,-2.9872609538624286,-0.9645903125512589
34.697,47,-2.9936703042053856,-0.8147273076828752
34.697,48,-2.9986140919585296,-0.6648087999439977
34.697,49,-3.002389299224575,-0.5148563147691985
34.697,50,-3.005234455600844,-0.3648833002459364
34.697,51,-3.0073315099300038,-0.21489795975180495
34.697,52,-3.008807721856976,-0.06490522393321049
34.697,53,-3.0097377840311674,0.08509189265358305
34.697,54,-3.0101471402093547,0.23509133407760763
34.697,55,-3.0100136670018447,0.3850912746939388
34.697,56,-3.0092685898642078,0.5350894242160544
34.697,57,-3.0078002706506806,0.6850822375061824
34.697,58,-3.0054558475860014,0.8350639153221536
34.697,59,-3.0020738897561623,0.9834406999469943
34.697,60,-2.9973867618441563,1.1320137774659287
34.697,61,-2.9916337221137748,1.278624439537
34.697,62,-2.985570106888046,1.4257713144895305
34.697,63,-2.9809463899321162,1.575700035025362
34.697,64,-2.9810109227493484,1.7238021607633869
34.697,65,-2.989369253976899,1.8626867021032387
34.697,66,-3.002856070266947,2.004066423004707
34.697,67,-3.0179489981013314,2.147917783359362
34.697,68,-3.031146409095853,2.2973360832527874
34.697,69,-3.0388523193955628,2.4471380156383638
34.697,70,-3.040014557951924,2.597133512909242
34.697,71,-3.0351429097202094,2.7445284169201374
34.697,72,-3.0255443495931593,2.890991299107477
34.697,73,-3.0126302998398473,3.0367570159925923
34.697,74,-2.997578572415356,3.1828010755828253
34.697,75,-2.9815467473668846,3.3289165722458782
