condition,run,outcome,path_m,min_obs_m,mean_err_m,solve_mean_ms,solve_median_ms,solve_p90_ms,solve_max_ms,optimizer_success_fraction,iteration_limit_fraction
C1,/home/joostleliveld/Thesis/UnembodiedNavigation/logs/visibility_comparison/f30_r01_safer_smoke_v1/F24_R01_a4_lower_to_a3_mid/C1/seed1/experiment_20260529_094456,goal_reached,7.0006241842213,0.31890964424392965,0.23974458518107183,1773.0043378394419,1754.2897429084403,2420.5202610464767,3210.8673859620467,0.5501285347043702,0.11825192802056556
C2,/home/joostleliveld/Thesis/UnembodiedNavigation/logs/visibility_comparison/f30_r01_safer_smoke_v1/F24_R01_a4_lower_to_a3_mid/C2/seed1/experiment_20260529_094818,goal_reached,6.642579911723631,0.3476172012084559,0.2363483134122512,1873.4116783163633,1675.7791669806466,2587.8563839942217,3699.952421942726,0.5452322738386308,0.06356968215158924
