diag_stamp,log_stamp,detected,true_available,true_x,true_y,true_yaw,state_available,state_x,state_y,state_yaw,state_pos_error,state_yaw_error_deg,obs_u,obs_v,obs_yaw,obs_yaw_error_deg,pixel_pose_available,pixel_pose_stamp,pixel_pose_u,pixel_pose_v,pixel_pose_yaw,pixel_pose_age_s,u_red,v_red,red_area_px,u_blue,v_blue,blue_area_px,separation_px,border_margin_px,seed
6.449,6.495,1,1,-4.999999999995931,2.4,-4.891721546431696e-12,0,nan,nan,nan,nan,nan,125.98269624522268,319.6989517684045,-4.891721505852838e-12,2.3249972977747065e-18,1,6.495,125.98269624522268,319.6989517684045,-4.891721505852838e-12,-0.04600000000000026,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.469,6.531000000000001,1,1,-4.999999999995931,2.4,-4.891721581700105e-12,1,-4.99999999999593,2.4000000000000123,-4.891721505852838e-12,1.246617817651181e-14,4.3457283010649975e-18,125.98269624522268,319.6989517684045,-4.891721546431696e-12,2.020731003290291e-18,1,6.495,125.98269624522268,319.6989517684045,-4.891721546431696e-12,-0.0259999999999998,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.489,6.535,1,1,-4.999999999995931,2.4,-4.891721593458574e-12,1,-4.99999999999593,2.4000000000000123,-4.891721546431696e-12,1.246617817651181e-14,2.694441623876048e-18,125.98269624522268,319.6989517684045,-4.891721581700105e-12,6.737106205857574e-19,1,6.495,125.98269624522268,319.6989517684045,-4.891721581700105e-12,-0.006000000000000227,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.509,6.535,1,1,-4.999999999995931,2.4,-4.8917216013427e-12,1,-4.99999999999593,2.4000000000000123,-4.891721581700105e-12,1.246617817651181e-14,1.1254377539564173e-18,125.98269624522268,319.6989517684045,-4.891721593458574e-12,4.517271333706599e-19,1,6.527,125.98269624522268,319.6989517684045,-4.891721593458574e-12,-0.017999999999999794,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.529,6.535,1,1,-4.999999999995931,2.4,-4.8917216013427e-12,1,-4.99999999999593,2.4000000000000123,-4.891721593458574e-12,1.246617817651181e-14,4.517271333706599e-19,125.98269624522268,319.6989517684045,-4.8917216013427e-12,0.0,1,6.53,125.98269624522268,319.6989517684045,-4.8917216013427e-12,-0.001000000000000334,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.549,6.562,1,1,-4.999999999995931,2.4,-4.891721598482662e-12,1,-4.99999999999593,2.4000000000000123,-4.8917216013427e-12,1.246617817651181e-14,-1.6386808100256983e-19,125.98269624522268,319.6989517684045,-4.891721598482662e-12,0.0,1,6.562,125.98269624522268,319.6989517684045,-4.891721598482662e-12,-0.0129999999999999,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.569,6.601,1,1,-4.999999999995931,2.4,-4.891721596149678e-12,1,-4.99999999999593,2.4000000000000123,-4.891721593112382e-12,1.246617817651181e-14,1.740242266788265e-19,125.98269624522268,319.6989517684045,-4.891721593112382e-12,1.740242266788265e-19,1,6.594,125.98269624522268,319.6989517684045,-4.891721593112382e-12,-0.025000000000000355,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.589,6.601,1,1,-4.999999999995931,2.4,-4.891721596149678e-12,1,-4.99999999999593,2.4000000000000123,-4.891721596149678e-12,1.246617817651181e-14,0.0,125.98269624522268,319.6989517684045,-4.891721596149678e-12,0.0,1,6.601,125.98269624522268,319.6989517684045,-4.891721596149678e-12,-0.011999999999999567,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.609,6.622000000000001,1,1,-4.999999999995931,2.4,-4.891721593212584e-12,1,-4.99999999999593,2.4000000000000123,-4.891721596149678e-12,1.246617817651181e-14,-1.6828307811881748e-19,125.98269624522268,319.6989517684045,-4.891721593212584e-12,0.0,1,6.62,125.98269624522268,319.6989517684045,-4.891721593212584e-12,-0.01100000000000012,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
6.629,6.631,1,1,-4.999999999995931,2.4,-4.891721596154774e-12,1,-4.99999999999593,2.4000000000000123,-4.891721593212584e-12,1.246617817651181e-14,1.6857507858853063e-19,125.98269624522268,319.6989517684045,-4.891721596154774e-12,0.0,1,6.63,125.98269624522268,319.6989517684045,-4.891721596154774e-12,-0.001000000000000334,nan,nan,nan,nan,nan,nan,nan,125.98269624522268,0
