stamp,x,y,yaw,cov_x,cov_y,cov_yaw,cmd_v,cmd_w,goal_x,goal_y,goal_dist,plan_points,plan_length,efe_total,efe_risk,efe_ambiguity,efe_control,efe_visibility,seed
16.392,-4.99999999999593,2.4000000000000123,-4.8917198758962975e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.49,-4.99999999999593,2.4000000000000123,-4.891719828316731e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.59,-4.99999999999593,2.4000000000000123,-4.891719790185975e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.689,-4.99999999999593,2.4000000000000123,-4.891719758604969e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.789,-4.99999999999593,2.4000000000000123,-4.8917197290158515e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.876,-4.99999999999593,2.4000000000000123,-4.891719702384407e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.977,-4.99999999999593,2.4000000000000123,-4.891719672074653e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.089,-4.99999999999593,2.4000000000000123,-4.891719640280258e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.191,-4.99999999999593,2.4000000000000123,-4.891719604492291e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.296,-4.99999999999593,2.4000000000000123,-4.89171957409215e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.371,-4.99999999999593,2.4000000000000123,-4.891719547690513e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.492,-4.99999999999593,2.4000000000000123,-4.891719527534264e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.59,-4.99999999999593,2.4000000000000123,-4.8917195075022335e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.675,-4.99999999999593,2.4000000000000123,-4.891719497424906e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.769,-4.99999999999593,2.4000000000000123,-4.891719505485518e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.89,-4.99999999999593,2.4000000000000123,-4.8917194627146346e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.969,-4.99999999999593,2.4000000000000123,-4.891719455046297e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.075,-4.99999999999593,2.4000000000000123,-4.891719445951979e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.171,-4.99999999999593,2.4000000000000123,-4.891719425300651e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.27,-4.99999999999593,2.4000000000000123,-4.891719398505474e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.39,-4.99999999999593,2.4000000000000123,-4.891719361569428e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.469,-4.99999999999593,2.4000000000000123,-4.891719321185805e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.59,-4.99999999999593,2.4000000000000123,-4.8917193071717715e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.669,-4.99999999999593,2.4000000000000123,-4.891719296687263e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.792,-4.99999999999593,2.4000000000000123,-4.891719265891501e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.889,-4.99999999999593,2.4000000000000123,-4.891719259065864e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.987000000000002,-4.99999999999593,2.4000000000000123,-4.891719247285288e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.09,-4.99999999999593,2.4000000000000123,-4.891719209197651e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.19,-4.99999999999593,2.4000000000000123,-4.891719170196346e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.276,-4.99999999999593,2.4000000000000123,-4.891719149271635e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.389,-4.99999999999593,2.4000000000000123,-4.891719134669002e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.489,-4.99999999999593,2.4000000000000123,-4.8917190946417106e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.573,-4.99999999999593,2.4000000000000123,-4.891719054562234e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.689,-4.99999999999593,2.4000000000000123,-4.89171903674273e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.79,-4.99999999999593,2.4000000000000123,-4.891718997591694e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.877,-4.99999999999593,2.4000000000000123,-4.891718993127289e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.95,-4.99999999999593,2.4000000000000123,-4.891718956788376e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.95,-4.99999999999593,2.4000000000000123,-4.891718956788376e-12,0.0,0.0,1e-12,0.0,0.0,-1.0,-3.0,6.720119046562165,0,0.0,0.0,0.0,0.0,0.0,0.0,0
