wp_idx,x,y
0,-5.058446,-0.884764
1,-5.000476,-1.007516
2,-4.973693,-1.135077
3,-4.966130,-1.263902
4,-4.959765,-1.394300
5,-4.952817,-1.526604
6,-4.945301,-1.660972
7,-4.937446,-1.797557
8,-4.929499,-1.936520
9,-4.921696,-2.078029
10,-4.914255,-2.222258
11,-4.762801,-2.378151
12,-4.629481,-2.433174
13,-4.483912,-2.456537
14,-4.348198,-2.448709
15,-4.216152,-2.438375
16,-4.085197,-2.427139
17,-3.955038,-2.414728
18,-3.827524,-2.400881
19,-3.701540,-2.384992
20,-3.577104,-2.366528
21,-3.453471,-2.344776
22,-3.326719,-2.318353
23,-3.200790,-2.288078
24,-3.080355,-2.256478
25,-2.961129,-2.223912
26,-2.903223,-2.063549
27,-2.893011,-1.913899
28,-2.917711,-1.765955
29,-2.944009,-1.618292
30,-2.967597,-1.470176
31,-2.988363,-1.321642
32,-3.006376,-1.172754
33,-3.021760,-1.023575
34,-3.034665,-0.874182
35,-3.045252,-0.724616
36,-3.053662,-0.574921
37,-3.060021,-0.425134
38,-3.064439,-0.275285
39,-3.067013,-0.125400
40,-3.067822,0.024499
41,-3.066935,0.174392
42,-3.064404,0.324259
43,-3.060271,0.474086
44,-3.054567,0.623853
45,-3.047308,0.773547
46,-3.038497,0.923187
47,-3.028133,1.072687
48,-3.016378,1.222064
49,-3.003819,1.371413
50,-2.991651,1.520767
51,-2.981705,1.670380
52,-2.975913,1.818543
53,-2.973806,1.966742
54,-2.974934,2.114906
55,-2.978843,2.263370
56,-2.985085,2.411610
57,-2.993299,2.559604
58,-3.003173,2.707389
59,-3.014417,2.855020
60,-3.026735,3.002529
61,-3.039824,3.149938
62,-3.053370,3.297288
63,-3.067046,3.444701
64,-3.080476,3.592124
65,-3.093286,3.739631
66,-3.010464,3.658141
67,-3.046460,3.779723
68,-2.972056,3.657834
69,-2.975411,3.649723
70,-3.000000,3.500000
