point_idx,x,y,theta
0,-5.253519,-0.737818,0.000000
1,-5.220410,-0.737818,-0.223373
2,-5.194995,-0.743591,-0.446787
3,-5.173854,-0.753720,-0.670235
4,-5.160340,-0.764431,-0.893708
5,-5.067079,-0.880449,-1.122139
6,-5.005646,-1.008061,-1.355120
7,-4.976586,-1.140704,-1.502804
8,-4.967434,-1.275098,-1.513357
9,-4.959623,-1.410950,-1.511031
10,-4.951385,-1.548620,-1.509506
11,-4.942814,-1.688282,-1.510304
12,-4.934225,-1.830098,-1.513435
13,-4.925948,-1.974237,-1.518695
14,-4.918301,-2.120877,-1.525839
15,-4.911589,-2.270066,-1.534603
16,-4.911257,-2.279234,-1.301189
17,-4.907097,-2.294288,-1.067785
18,-4.897796,-2.311192,-0.834390
19,-4.884051,-2.326354,-0.600995
20,-4.760660,-2.410951,-0.365947
21,-4.625652,-2.462687,-0.128179
22,-4.477275,-2.481811,0.083661
23,-4.339716,-2.470275,0.103073
24,-4.205371,-2.456379,0.110682
25,-4.073377,-2.441710,0.121193
26,-3.943646,-2.425910,0.136264
27,-3.816178,-2.408432,0.156428
28,-3.691008,-2.388691,0.182115
29,-3.568212,-2.366077,0.213747
30,-3.447343,-2.339841,0.251005
31,-3.322675,-2.307874,0.286363
32,-3.200372,-2.271862,0.309060
33,-3.083221,-2.234456,0.318600
34,-2.967782,-2.196380,0.315437
35,-2.960217,-2.193912,0.560301
36,-2.960217,-2.193912,0.805110
37,-2.953407,-2.186828,1.049744
38,-2.940310,-2.164009,1.294077
39,-2.899394,-2.019940,1.528555
40,-2.893059,-1.870074,1.754938
41,-2.920495,-1.722770,1.761515
42,-2.948893,-1.575679,1.739154
43,-2.973992,-1.428008,1.717492
44,-2.995884,-1.279847,1.697601
45,-3.014823,-1.131298,1.679240
46,-3.031028,-0.982445,1.662082
47,-3.044676,-0.833354,1.645988
48,-3.055921,-0.684080,1.630831
49,-3.064902,-0.534670,1.616484
50,-3.071737,-0.385164,1.602829
51,-3.076530,-0.235597,1.589752
52,-3.079366,-0.085997,1.577143
53,-3.080316,0.063610,1.564901
54,-3.079434,0.213201,1.552929
55,-3.076761,0.362757,1.541129
56,-3.072325,0.512257,1.529416
57,-3.066138,0.661684,1.517704
58,-3.058202,0.811017,1.505894
59,-3.048504,0.960235,1.493902
60,-3.037018,1.109316,1.483063
61,-3.023917,1.258256,1.476902
62,-3.009898,1.407124,1.480202
63,-2.996369,1.556058,1.497366
64,-2.985386,1.705357,1.525647
65,-2.978661,1.854191,1.551202
66,-2.975743,2.003111,1.573813
67,-2.976192,2.152053,1.593377
68,-2.979560,2.301151,1.610006
69,-2.985401,2.450046,1.624196
70,-2.993348,2.598728,1.636208
71,-3.003076,2.747230,1.646107
72,-3.014269,2.895586,1.653871
73,-3.026613,3.043824,1.659462
74,-3.039782,3.191960,1.662848
75,-3.053452,3.340043,1.664005
76,-3.067301,3.488191,1.662602
77,-3.080940,3.636342,1.658624
78,-3.093992,3.784573,1.648173
79,-3.094365,3.789384,1.398177
80,-3.093655,3.793459,1.148183
81,-3.093646,3.793480,0.898188
82,-3.093519,3.793639,0.648194
83,-3.093275,3.793824,0.398199
84,-3.092929,3.793969,0.148205
85,-3.092519,3.794030,-0.101789
86,-3.092113,3.793989,-0.351784
87,-3.091785,3.793868,-0.601778
88,-3.091608,3.793747,-0.851773
89,-3.007795,3.697999,-1.094230
90,-3.007774,3.697957,-1.336682
91,-3.007758,3.697892,-1.579130
92,-3.007761,3.697617,-1.821607
93,-3.008058,3.696455,-2.064028
94,-3.011530,3.689998,-2.306319
95,-3.018088,3.682751,-2.548419
96,-3.027735,3.676247,-2.790359
97,-3.039758,3.671841,-3.032268
98,-3.052680,3.670423,3.009007
99,-3.066756,3.672300,2.762695
100,-3.077140,3.676435,2.516382
101,-3.084649,3.681854,2.270069
102,-3.089059,3.687098,2.023756
103,-3.091616,3.692352,1.777443
104,-3.091884,3.693631,1.531141
105,-3.091847,3.694577,1.284838
106,-3.052963,3.826828,1.034838
107,-3.052963,3.826828,0.784838
108,-3.052963,3.826828,0.534838
109,-3.052963,3.826828,0.284838
110,-3.052963,3.826828,0.034838
111,-3.052963,3.826828,-0.215162
112,-3.052963,3.826828,-0.465162
113,-3.052954,3.826823,-0.715162
114,-3.052946,3.826817,-0.965162
115,-2.972843,3.711134,-1.215124
116,-2.972766,3.710927,-1.465124
117,-2.972704,3.710343,-1.715124
118,-2.973246,3.706614,-1.965124
119,-2.974837,3.702790,-2.215124
120,-2.976717,3.700288,-2.465124
