stamp,x,y,yaw,cov_x,cov_y,cov_yaw,cmd_v,cmd_w,goal_x,goal_y,goal_dist,plan_points,plan_length,seed
16.396,1.7305788153914583,1.730398645790505,0.7857641726606129,0.0,0.0,1e-12,0.21999999853110883,-0.0002311151755822749,3.0,3.0,1.7953600593038537,37,2.450990254560454,0
16.468,1.743019452244565,1.7428481658906898,0.7857461795286841,0.0,0.0,1e-12,0.21999999870835868,-0.00021672280892248708,3.0,3.0,1.777760060143088,37,2.450990254560454,0
16.562,1.7585705543121766,1.758409760247324,0.7857248892533136,0.0,0.0,1e-12,0.2199999989147189,-0.00019865741328417563,3.0,3.0,1.755760061076081,37,2.450990254560454,0
16.698,1.7772322976624197,1.7770832529088783,0.7857011289718853,0.0,0.0,1e-12,0.21999999906522277,-0.0001843689220344391,3.0,3.0,1.7293600620448755,37,2.450990254560454,0
16.798000000000002,1.7927840797226249,1.7926441677425555,0.7856824558106207,0.0,0.0,1e-12,0.21999999915630838,-0.00017515620211994154,3.0,3.0,1.7073600627451775,37,2.450990254560454,0
16.891,1.8083361410642123,1.8082048034737652,0.7856652102913664,0.0,0.0,1e-12,0.21999999927280012,-0.00016261498238101524,3.0,3.0,1.6853600633564152,37,2.450990254560454,0
16.996,1.8238884644995477,1.8237651772618406,0.7856487714276018,0.0,0.0,1e-12,0.2199999993433623,-0.00015452421889050605,3.0,3.0,1.6633600638944956,37,2.450990254560454,0
17.09,1.8394410343459784,1.8393253047769285,0.7856335060000491,0.0,0.0,1e-12,0.21999999943487628,-0.00014335255150421666,3.0,3.0,1.6413600643646422,37,2.450990254560454,0
17.19,1.8549938363552945,1.8548852002467229,0.7856189540201308,0.0,0.0,1e-12,0.21999999949056576,-0.00013610614095127538,3.0,3.0,1.6193600647781685,37,2.450990254560454,0
17.284,1.8705468558685345,1.870444878320867,0.7856055136354423,0.0,0.0,1e-12,0.21999999956157568,-0.0001262644130486379,3.0,3.0,1.597360065138732,37,2.450990254560454,0
17.392,1.886100079714457,1.8860043521538177,0.7855927316190886,0.0,0.0,1e-12,0.2199999995840682,-0.00012298289284062847,3.0,3.0,1.5753600654556326,37,2.450990254560454,0
17.486,1.9016534960480436,1.9015636335823176,0.7855808097147415,0.0,0.0,1e-12,0.21999999966041997,-0.00011112319834638562,3.0,3.0,1.5533600657324644,37,2.450990254560454,0
17.59,1.917207090612018,1.9171227368531767,0.7855697317587002,0.0,0.0,1e-12,0.21999999969941567,-0.00010454826235672954,3.0,3.0,1.5313600659744413,37,2.450990254560454,0
17.689,1.9327608528389382,1.9326816725237705,0.785559263079238,0.0,0.0,1e-12,0.21999999972085474,-0.00010075086802530109,3.0,3.0,1.509360066186901,33,2.18359317440278,0
17.788,1.948314772803297,1.9482404505130944,0.7855494711441281,0.0,0.0,1e-12,0.21999999975353632,-9.466951179182281e-05,3.0,3.0,1.4873600663728603,33,2.18359317440278,0
17.887,1.9638688412757421,1.9637990800429406,0.7855401691123943,0.0,0.0,1e-12,0.21999999979330045,-8.669686646012309e-05,3.0,3.0,1.4653600665362523,33,2.18359317440278,0
17.986,1.9794230494776839,1.9793575698872978,0.7855314779764528,0.0,0.0,1e-12,0.21999999981767457,-8.142490817886205e-05,3.0,3.0,1.443360066679064,33,2.18359317440278,0
18.085,1.9949773894056901,1.9949159280438187,0.7855232563324316,0.0,0.0,1e-12,0.21999999983128404,-7.832704688981451e-05,3.0,3.0,1.4213600668042634,33,2.18359317440278,0
18.183,2.0105318528971825,2.0104741626710725,0.7855155611230341,0.0,0.0,1e-12,0.2199999998589296,-7.162285062833895e-05,3.0,3.0,1.399360066913658,33,2.18359317440278,0
18.283,2.026086432323624,2.026032281393533,0.785508367902626,0.0,0.0,1e-12,0.21999999986917051,-6.897417018847385e-05,3.0,3.0,1.3773600670092092,33,2.18359317440278,0
18.381,2.041641120277697,2.041590291614536,0.7855015856254141,0.0,0.0,1e-12,0.21999999988486363,-6.470530954727494e-05,3.0,3.0,1.3553600670929102,33,2.18359317440278,0
18.481,2.057195910694858,2.0571481993956464,0.7854951921006128,0.0,0.0,1e-12,0.21999999990391694,-5.910947337972594e-05,3.0,3.0,1.3333600671661687,33,2.18359317440278,0
18.58,2.0727507974897814,2.0727060108198088,0.785489237019021,0.0,0.0,1e-12,0.21999999991107794,-5.6864134793777055e-05,3.0,3.0,1.31136006723003,33,2.18359317440278,0
18.662,2.085194771527437,2.085152195370509,0.7854847501217589,0.0,0.0,1e-12,0.21999999992347985,-5.274989142556308e-05,3.0,3.0,1.2937600672752803,33,2.18359317440278,0
18.766,2.100749815561554,2.1007098495861873,0.7854794124865806,0.0,0.0,1e-12,0.21999999993273425,-4.945732941097347e-05,3.0,3.0,1.271760067325546,33,2.18359317440278,0
18.877,2.1163049396065237,2.1162674238055548,0.7854744537788833,0.0,0.0,1e-12,0.2199999999406147,-4.647005375302271e-05,3.0,3.0,1.2497600673693734,33,2.18359317440278,0
18.963,2.131860138435452,2.131824923253439,0.7854697769958113,0.0,0.0,1e-12,0.21999999994624125,-4.421384405350892e-05,3.0,3.0,1.2277600674078015,29,1.8775090062782192,0
19.065,2.1474154083328942,2.147382351643944,0.7854653721513695,0.0,0.0,1e-12,0.2199999999539548,-4.091907212688817e-05,3.0,3.0,1.2057600674414362,29,1.8775090062782192,0
19.169,2.162970744695363,2.1629397135791453,0.7854612028583419,0.0,0.0,1e-12,0.21999999995964017,-3.830967093687576e-05,3.0,3.0,1.1837600674709374,29,1.8775090062782192,0
19.263,2.178526143908938,2.1784970126720857,0.7854573247729391,0.0,0.0,1e-12,0.21999999996363326,-3.6365193923693084e-05,3.0,3.0,1.1617600674966437,29,1.8775090062782192,0
19.367,2.194081600847791,2.194054254047468,0.7854537411600104,0.0,0.0,1e-12,0.21999999996856973,-3.3807093296589485e-05,3.0,3.0,1.139760067519056,29,1.8775090062782192,0
19.471,2.20963711232383,2.2096114408921506,0.7854503122782569,0.0,0.0,1e-12,0.21999999997089392,-3.253311317497065e-05,3.0,3.0,1.117760067538824,29,1.8775090062782192,0
19.566,2.2251926756282043,2.225168575914444,0.7854470986612206,0.0,0.0,1e-12,0.21999999997573233,-2.9706243433569313e-05,3.0,3.0,1.0957600675561376,29,1.8775090062782192,0
19.669,2.2407482871437043,2.2407256627308367,0.785444089732309,0.0,0.0,1e-12,0.21999999997750588,-2.8600144500234848e-05,3.0,3.0,1.0737600675713108,29,1.8775090062782192,0
19.768,2.256303944194413,2.2562827040165985,0.7854412545823802,0.0,0.0,1e-12,0.21999999997973002,-2.7149408254212304e-05,3.0,3.0,1.0517600675846415,29,1.8775090062782192,0
19.885,2.2749707887010944,2.274951097519009,0.7854380862092385,0.0,0.0,1e-12,0.21999999998353173,-2.4471334630682406e-05,3.0,3.0,1.025360067598501,29,1.8775090062782192,0
19.992,2.290526535749179,2.290508048815745,0.7854356738045182,0.0,0.0,1e-12,0.2199999999857897,-2.273187015577882e-05,3.0,3.0,1.0033600676084842,29,1.8775090062782192,0
20.086,2.3060823194449878,2.3060649634677306,0.7854333818297387,0.0,0.0,1e-12,0.21999999998715516,-2.1612159269546183e-05,3.0,3.0,0.9813600676173297,29,1.8775090062782192,0
20.182,2.32163813748269,2.3216218437805134,0.7854312483323572,0.0,0.0,1e-12,0.21999999998890707,-2.0084320614399687e-05,3.0,3.0,0.959360067625135,29,1.8775090062782192,0
20.289,2.3371939879703776,2.337178691645626,0.7854292103427302,0.0,0.0,1e-12,0.21999999998998584,-1.9082761823385752e-05,3.0,3.0,0.9373600676320794,29,1.8775090062782192,0
20.391,2.352749869032954,2.3527355089379816,0.7854273198060557,0.0,0.0,1e-12,0.21999999999138808,-1.769633507864299e-05,3.0,3.0,0.9153600676382121,24,1.5489601331438927,0
20.494,2.3683057786395683,2.368292297688098,0.7854255412559041,0.0,0.0,1e-12,0.2199999999923985,-1.6625828103356e-05,3.0,3.0,0.8933600676436936,24,1.5489601331438927,0
20.584,2.3838617149678014,2.383849059718213,0.7854238688009214,0.0,0.0,1e-12,0.21999999999311226,-1.5826046946054717e-05,3.0,3.0,0.8713600676485863,24,1.5489601331438927,0
20.689,2.3994176767671824,2.3994057962786006,0.7854222766239422,0.0,0.0,1e-12,0.21999999999379466,-1.5021600344278241e-05,3.0,3.0,0.8493600676529774,24,1.5489601331438927,0
20.781,2.4149736624573106,2.4149625089495235,0.7854207988420704,0.0,0.0,1e-12,0.21999999999440806,-1.4259840721120298e-05,3.0,3.0,0.8273600676569115,24,1.5489601331438927,0
